trade_id,symbol,direction,signal_time,signal_close,signal_reason,signal_conf,atr_at_signal,entry_time,entry_price,shares,stop_loss,take_profit,risk_amount,equity_at_entry,exit_time,exit_price,exit_reason,gross_pnl,commission,slippage,net_pnl,net_pnl_pct,won,period
11,AAPL,BUY,2026-02-20 10:15:00-05:00,260.57049560546875,MACD✗↑ hist=+0.0011,0.444,1.1140980363488018,2026-02-20 10:30:00-05:00,260.6802627868652,19.11411064081046,259.009115732342,264.02255689591163,249.13356923918434,24912.356923918433,2026-02-20 11:45:00-05:00,263.8905456174637,TP,61.3617,1.0,5.0146,60.3617,0.002423,True,train
13,NVDA,SELL,2026-02-20 10:30:00-05:00,189.20849609375,RSI overbought=67.5 | BB upper pct_b=1.20,0.556,1.086740090076853,2026-02-20 10:45:00-05:00,189.10539694976808,26.30320285278328,190.73550708488335,185.84517667953753,248.70388082629268,24869.388082629266,2026-02-20 15:45:00-05:00,189.9249168319702,EOD,-21.556,1.0,4.9836,-22.556,-0.000907,False,train
12,MSFT,BUY,2026-02-20 10:15:00-05:00,396.80999755859375,MACD↑ hist=+0.0037 | BB lower pct_b=0.18,0.444,1.46000499507082,2026-02-20 10:30:00-05:00,396.99838778686524,12.550356721999092,394.808380294259,401.3784027720777,249.12356923918432,24911.356923918433,2026-02-20 15:45:00-05:00,397.051375,EOD,0.665,1.0,4.9841,-0.335,-1.3e-05,False,train
15,GOOGL,SELL,2026-02-20 10:45:00-05:00,314.92999267578125,RSI overbought=79.9 | BB upper pct_b=1.08,0.556,2.0510647070168826,2026-02-20 11:00:00-05:00,314.7125601196289,15.803873905239922,317.78915718015423,308.55936599857824,248.68388082629266,24867.388082629266,2026-02-20 15:45:00-05:00,315.15749999999997,EOD,-7.0318,1.0,4.9759,-8.0318,-0.000323,False,train
14,QQQ,SELL,2026-02-20 10:30:00-05:00,608.4500122070312,RSI overbought=70.9 | BB upper pct_b=1.20,0.556,2.370217260176802,2026-02-20 10:45:00-05:00,608.1557919616699,8.178624099726308,611.7111178519351,601.0451401811396,248.69388082629266,24868.388082629266,2026-02-20 15:45:00-05:00,609.1744301147461,EOD,-8.3311,1.0,4.9768,-9.3311,-0.000375,False,train
17,MSFT,BUY,2026-02-23 09:30:00-05:00,387.8800048828125,RSI oversold=24.1 | BB lower pct_b=-0.51,0.556,1.8626194492341892,2026-02-23 09:45:00-05:00,388.0639301147461,12.825977387227727,385.2700009408948,393.6517884624487,248.8649596225227,24885.49596225227,2026-02-23 11:00:00-05:00,385.0773659404244,SL,-38.3056,1.0,4.9594,-39.3056,-0.001579,False,train
19,AAPL,SELL,2026-02-23 10:15:00-05:00,267.04998779296875,RSI overbought=69.3 | BB upper pct_b=1.19,0.556,1.296879504885108,2026-02-23 10:30:00-05:00,266.9564513397217,18.643112640559433,268.90177059704934,263.06581282506636,248.8449596225227,24883.49596225227,2026-02-23 13:00:00-05:00,269.03622148234786,SL,-38.7734,1.0,4.995,-39.7734,-0.001598,False,train
21,MSFT,BUY,2026-02-23 11:15:00-05:00,386.5610046386719,RSI oversold=28.5 | BB lower pct_b=0.16,0.556,1.8596520900518794,2026-02-23 11:30:00-05:00,386.7332785491943,12.84771274449646,383.9438004141165,392.31223481934995,248.43190357686916,24842.190357686915,2026-02-23 14:45:00-05:00,383.75182851390946,SL,-38.3048,1.0,4.9507,-39.3048,-0.001582,False,train
18,GOOGL,SELL,2026-02-23 09:30:00-05:00,315.8349914550781,MACD↓ hist=-0.3235 | RSI overbought=65.5 | BB upper pct_b=0.86,0.778,1.5158117969292277,2026-02-23 09:45:00-05:00,315.6720715789795,15.766675739019915,317.94578927437334,311.12463618819186,248.8549596225227,24884.49596225227,2026-02-23 14:45:00-05:00,311.28019850628596,TP,69.2452,1.0,4.9413,68.2452,0.002742,True,train
16,NVDA,SELL,2026-02-23 09:30:00-05:00,192.33999633789062,RSI overbought=73.2 | BB upper pct_b=1.32,0.556,1.027123113211825,2026-02-23 09:45:00-05:00,192.24882872009277,25.890920769652695,193.78951338991052,189.1674593804573,248.8749596225227,24886.49596225227,2026-02-23 15:45:00-05:00,191.70580561065674,EOD,14.0594,1.0,4.9692,13.0594,0.000525,True,train
22,AAPL,SELL,2026-02-23 13:15:00-05:00,269.3349914550781,RSI overbought=70.8 | BB upper pct_b=0.97,0.556,1.1241916970814445,2026-02-23 13:30:00-05:00,269.2053263397217,18.426393939436576,270.8916138853439,265.83275124847734,248.02416968651465,24801.416968651465,2026-02-23 15:45:00-05:00,266.5232096557617,EOD,49.4217,1.0,4.9345,48.4217,0.001952,True,train
23,MSFT,BUY,2026-02-23 15:00:00-05:00,383.4949951171875,MACD↑ hist=+0.0527 | RSI oversold=25.4 | BB lower pct_b=-0.05,0.778,1.3290480081330307,2026-02-23 15:15:00-05:00,383.71165740966796,12.9421960027397,381.7180853974684,387.69880143406704,248.30357393660145,24829.357393660146,2026-02-23 15:45:00-05:00,384.3277290191651,EOD,7.9733,1.0,4.9713,6.9733,0.000281,True,train
20,QQQ,BUY,2026-02-23 10:45:00-05:00,600.8599853515625,RSI oversold=33.9 | BB lower pct_b=-0.11,0.556,2.0960011243843204,2026-02-23 11:00:00-05:00,601.1604153442382,8.265411269123755,598.0164136576617,607.4484187173912,248.44190357686915,24843.190357686915,2026-02-23 15:45:00-05:00,601.1192729187012,EOD,-0.3401,1.0,4.9699,-1.3401,-5.4e-05,False,train
25,GOOGL,BUY,2026-02-24 09:30:00-05:00,308.4649963378906,RSI oversold=29.9 | BB lower pct_b=-0.14,0.556,1.463105204574667,2026-02-24 09:45:00-05:00,308.65425,16.131624146453188,306.459592193138,313.043565613724,248.9547176102699,24894.47176102699,2026-02-24 10:00:00-05:00,306.3063623970415,SL,-37.8752,1.0,4.9614,-38.8752,-0.001562,False,train
26,NVDA,SELL,2026-02-24 10:15:00-05:00,192.00999450683594,MACD↓ hist=-0.0095 | BB upper pct_b=1.02,0.444,1.1384737752641443,2026-02-24 10:30:00-05:00,191.904,25.90419847494367,193.6117106628962,188.48857867420756,248.5559652067795,24854.596520677947,2026-02-24 12:00:00-05:00,193.70851651822764,SL,-46.7446,1.0,4.9932,-47.7446,-0.001921,False,train
29,NVDA,SELL,2026-02-24 13:45:00-05:00,192.61500549316406,MACD✗↓ hist=-0.0191,0.444,0.7978099830108443,2026-02-24 14:00:00-05:00,192.5236851196289,25.76810427374213,193.72040009414516,190.13025517059637,248.04851966638464,24803.851966638464,2026-02-24 15:45:00-05:00,193.81726029419224,SL,-33.333,1.0,4.9764,-34.333,-0.001384,False,train
24,AAPL,SELL,2026-02-24 09:30:00-05:00,274.19500732421875,RSI overbought=78.0 | BB upper pct_b=1.40,0.556,1.3981953847382447,2026-02-24 09:45:00-05:00,274.06291220092777,18.168435532622727,276.16020527803516,269.86832604671304,248.9647176102699,24895.47176102699,2026-02-24 15:45:00-05:00,272.30609843444824,EOD,31.9186,1.0,4.9621,30.9186,0.001242,True,train
28,GOOGL,BUY,2026-02-24 11:15:00-05:00,310.69000244140625,MACD✗↑ hist=+0.0792,0.444,1.5643703209569086,2026-02-24 11:30:00-05:00,310.8303252868652,15.991745012485877,308.48376980542986,315.52343624973594,248.53596520677948,24852.596520677947,2026-02-24 15:45:00-05:00,310.72456488037113,EOD,-1.6913,1.0,4.9711,-2.6913,-0.000108,False,train
27,QQQ,SELL,2026-02-24 10:15:00-05:00,607.3800048828125,RSI overbought=66.7 | BB upper pct_b=1.20,0.556,1.8971703747447444,2026-02-24 10:30:00-05:00,607.0563053588868,8.188563828847512,609.9020609210039,601.3647942346525,248.54596520677947,24853.596520677947,2026-02-24 15:45:00-05:00,608.1439468688965,EOD,-8.9062,1.0,4.9741,-9.9062,-0.000399,False,train
30,NVDA,SELL,2026-02-25 09:30:00-05:00,194.639892578125,RSI overbought=69.4 | BB upper pct_b=1.27,0.556,0.7776094133245894,2026-02-25 09:45:00-05:00,194.5226851196289,25.485809034240518,195.68909923961579,192.18985687965514,247.87840028932808,24786.84002893281,2026-02-25 09:45:00-05:00,195.78694378923558,SL,-32.2207,1.0,4.9724,-33.2207,-0.00134,False,train
31,MSFT,SELL,2026-02-25 09:30:00-05:00,393.0350036621094,RSI overbought=76.6 | BB upper pct_b=1.39,0.556,1.4099954660522898,2026-02-25 09:45:00-05:00,392.8334837799072,12.602601558159456,394.94847697898564,388.60349738175034,247.5361937390933,24752.61937390933,2026-02-25 09:45:00-05:00,395.1459512174751,SL,-29.1431,1.0,4.9641,-30.1431,-0.001218,False,train
32,QQQ,SELL,2026-02-25 09:30:00-05:00,613.75,RSI overbought=78.3 | BB upper pct_b=1.51,0.556,1.4374290938274281,2026-02-25 09:45:00-05:00,613.443125,8.06023419634133,615.5992686407411,609.1308377185177,247.22476268177445,24721.476268177445,2026-02-25 09:45:00-05:00,615.9070682750614,SL,-19.86,1.0,4.9532,-20.86,-0.000844,False,train
35,MSFT,SELL,2026-02-25 10:00:00-05:00,397.44000244140625,RSI overbought=81.1 | BB upper pct_b=1.14,0.556,1.7455557394129915,2026-02-25 10:15:00-05:00,397.26937507629395,12.43419093333871,399.88770868541343,392.032707858055,246.9861630833395,24697.61630833395,2026-02-25 10:30:00-05:00,400.0876525397561,SL,-35.043,1.0,4.956,-36.043,-0.001459,False,train
34,NVDA,SELL,2026-02-25 10:00:00-05:00,195.5749969482422,RSI overbought=71.9 | BB upper pct_b=1.10,0.556,0.8380925997105197,2026-02-25 10:15:00-05:00,195.47720944976808,25.271095671826675,196.73434834933386,192.96293165063653,246.9961630833395,24698.61630833395,2026-02-25 11:30:00-05:00,196.8327155235085,SL,-34.2551,1.0,4.9558,-35.2551,-0.001427,False,train
39,NVDA,SELL,2026-02-25 11:45:00-05:00,197.0601043701172,RSI overbought=74.2 | BB upper pct_b=0.87,0.556,0.7786387680888226,2026-02-25 12:00:00-05:00,196.96646994018556,25.00254809060087,198.13442809231879,194.63055363591909,246.233181845769,24622.3181845769,2026-02-25 15:45:00-05:00,195.9779448852539,EOD,24.7156,1.0,4.9111,23.7156,0.000963,True,train
33,AAPL,SELL,2026-02-25 09:45:00-05:00,273.93499755859375,MACD↓ hist=-0.0898 | RSI overbought=66.2 | BB upper pct_b=1.34,0.778,0.9919244733506328,2026-02-25 10:00:00-05:00,273.8030324401856,18.042617050802747,275.29091915021155,270.8272590201337,247.0061630833395,24699.61630833395,2026-02-25 15:45:00-05:00,274.3170826721191,EOD,-9.2748,1.0,4.9435,-10.2748,-0.000416,False,train
38,MSFT,SELL,2026-02-25 10:45:00-05:00,398.79998779296875,RSI overbought=78.4 | BB upper pct_b=0.91,0.556,1.872883053444059,2026-02-25 11:00:00-05:00,398.5606297607422,12.374314704918744,401.3699543409083,392.94198060041003,246.59573308250137,24658.573308250136,2026-02-25 15:45:00-05:00,401.57063931807875,SL,-37.2468,1.0,4.9493,-38.2468,-0.001551,False,train
37,GOOGL,BUY,2026-02-25 10:30:00-05:00,310.2850036621094,MACD↑ hist=+0.0687 | BB lower pct_b=0.20,0.444,1.2008421333808645,2026-02-25 10:45:00-05:00,310.42512400817867,15.888258649838157,308.6238608081074,314.0276504083213,246.60573308250136,24659.573308250136,2026-02-25 15:45:00-05:00,312.8435,EOD,38.4238,1.0,4.9526,37.4238,0.001518,True,train
36,QQQ,SELL,2026-02-25 10:00:00-05:00,614.6400146484375,RSI overbought=76.0 | BB upper pct_b=1.07,0.556,1.465278366457068,2026-02-25 10:15:00-05:00,614.3226898803712,8.040600392976984,616.5206074300568,609.926854781,246.9761630833395,24696.61630833395,2026-02-25 15:45:00-05:00,616.8288677337717,SL,-20.1512,1.0,4.9484,-21.1512,-0.000856,False,train
40,NVDA,BUY,2026-02-26 09:30:00-05:00,189.98500061035156,RSI oversold=20.2 | BB lower pct_b=-0.53,0.556,1.0377835347765088,2026-02-26 09:45:00-05:00,190.08500049591063,25.897661317008403,188.52832519374587,193.19835110024016,246.13784821432338,24612.78482143234,2026-02-26 09:45:00-05:00,188.434061031149,SL,-42.7555,1.0,4.9026,-43.7555,-0.001778,False,train
41,MSFT,SELL,2026-02-26 09:30:00-05:00,404.6400146484375,RSI overbought=78.5 | BB upper pct_b=1.32,0.556,1.5795597529933865,2026-02-26 09:45:00-05:00,404.4226875,12.150173622650218,406.79202712949007,399.68400824101985,245.6902935031906,24568.02935031906,2026-02-26 09:45:00-05:00,406.9954231430548,SL,-31.2592,1.0,4.9282,-32.2592,-0.001313,False,train
42,GOOGL,SELL,2026-02-26 09:30:00-05:00,308.4540100097656,MACD✗↓ hist=-0.0192,0.444,1.1958679352957928,2026-02-26 09:45:00-05:00,308.2358196411133,15.920129071396294,310.029621544057,304.6482158352259,245.35770165570764,24534.770165570764,2026-02-26 10:15:00-05:00,304.8005399431435,TP,54.6901,1.0,4.8786,53.6901,0.002188,True,train
45,QQQ,BUY,2026-02-26 10:00:00-05:00,608.9299926757812,RSI oversold=26.0 | BB lower pct_b=-0.37,0.556,1.1586212028796492,2026-02-26 10:15:00-05:00,609.239465057373,8.071197508337201,607.5015332530535,612.7153286660119,245.86460261758793,24585.46026175879,2026-02-26 10:15:00-05:00,607.197782486427,SL,-16.4788,1.0,4.9103,-17.4788,-0.000711,False,train
43,NVDA,BUY,2026-02-26 10:00:00-05:00,186.88999938964844,RSI oversold=15.0 | BB lower pct_b=-0.22,0.556,1.2128090927150605,2026-02-26 10:15:00-05:00,186.98344438934325,26.242719237200102,185.16423075027066,190.62187166748842,245.34770165570765,24533.770165570764,2026-02-26 10:30:00-05:00,185.07164863489552,SL,-50.1707,1.0,4.8831,-51.1707,-0.002086,False,train
44,MSFT,SELL,2026-02-26 10:00:00-05:00,404.55999755859375,RSI overbought=73.0 | BB upper pct_b=0.98,0.556,1.778952207549543,2026-02-26 10:15:00-05:00,404.3577175598145,12.13468624445958,407.0261458711388,399.0208609371659,245.33770165570763,24532.770165570764,2026-02-26 11:45:00-05:00,399.2203713676344,TP,62.3401,1.0,4.8744,61.3401,0.0025,True,train
48,QQQ,BUY,2026-02-26 10:30:00-05:00,607.0499877929688,RSI oversold=27.6 | BB lower pct_b=-0.06,0.556,1.5276681126711007,2026-02-26 10:45:00-05:00,607.3535127868652,8.072666150153427,605.0620106178585,611.9365171248785,245.14810719256516,24513.810719256515,2026-02-26 13:00:00-05:00,604.7594796125496,SL,-20.9408,1.0,4.8937,-21.9408,-0.000895,False,train
49,NVDA,BUY,2026-02-26 10:45:00-05:00,186.32899475097656,RSI oversold=17.9 | BB lower pct_b=0.07,0.556,1.285270278142605,2026-02-26 11:00:00-05:00,186.4231668319702,26.29910341706799,184.4952614147563,190.27897766639802,245.13810719256514,24512.810719256515,2026-02-26 15:00:00-05:00,184.40301378404894,SL,-53.1282,1.0,4.8774,-54.1282,-0.002208,False,train
51,NVDA,BUY,2026-02-26 15:15:00-05:00,184.6898956298828,MACD↑ hist=+0.1571 | RSI oversold=32.7 | BB lower pct_b=0.15,0.778,1.1331596944956663,2026-02-26 15:30:00-05:00,184.77233267211912,26.515963154693637,183.07259313037562,188.17181175560611,244.97081825703532,24496.08182570353,2026-02-26 15:45:00-05:00,184.80754389953614,EOD,0.9337,1.0,4.9011,-0.0663,-3e-06,False,train
46,AAPL,BUY,2026-02-26 10:30:00-05:00,271.42999267578125,RSI oversold=33.8 | BB lower pct_b=-0.17,0.556,1.0332463830129361,2026-02-26 10:45:00-05:00,271.60573622131346,18.05323485456831,270.0558666467941,274.70547537035225,245.16810719256515,24515.810719256515,2026-02-26 15:45:00-05:00,272.8534952392578,EOD,22.5261,1.0,4.9159,21.5261,0.000878,True,train
47,GOOGL,BUY,2026-02-26 10:30:00-05:00,304.2200012207031,RSI oversold=27.7 | BB lower pct_b=-0.00,0.556,1.452565619837883,2026-02-26 10:45:00-05:00,304.3921102294922,16.10804609933757,302.21326179973533,308.7498070890058,245.15810719256515,24514.810719256515,2026-02-26 15:45:00-05:00,307.2862824401856,EOD,46.6195,1.0,4.9277,45.6195,0.001861,True,train
50,QQQ,BUY,2026-02-26 14:00:00-05:00,608.719970703125,MACD✗↑ hist=+0.1983,0.444,1.4951389505195845,2026-02-26 14:15:00-05:00,609.0243306884765,8.062801041749472,606.7816222626972,613.5097475400353,245.52210039629117,24551.210039629117,2026-02-26 15:45:00-05:00,608.9553797607422,EOD,-0.5559,1.0,4.9114,-1.5559,-6.3e-05,False,train
53,AAPL,BUY,2026-02-27 09:30:00-05:00,268.9750061035156,RSI oversold=28.3 | BB lower pct_b=-0.31,0.556,1.0000870714685024,2026-02-27 09:45:00-05:00,269.06457980346676,18.256290078480305,267.564449196264,272.06484101787225,245.6060509368251,24559.605093682512,2026-02-27 12:15:00-05:00,267.43066697166586,SL,-29.8292,1.0,4.8984,-30.8292,-0.001255,False,train
56,AAPL,BUY,2026-02-27 12:30:00-05:00,267.3900146484375,RSI oversold=31.0 | BB lower pct_b=0.17,0.556,1.0639691393325814,2026-02-27 12:45:00-05:00,267.5086875,18.337180849173137,265.91273379100113,270.70059491799776,245.26775907062205,24525.775907062205,2026-02-27 13:15:00-05:00,265.77977742410565,SL,-31.7033,1.0,4.8907,-32.7033,-0.001333,False,train
52,NVDA,BUY,2026-02-27 09:30:00-05:00,180.60499572753906,RSI oversold=21.9 | BB lower pct_b=-0.32,0.556,1.3951400332181958,2026-02-27 09:45:00-05:00,180.70531299591065,27.184153787706666,178.61260294608334,184.89073309556522,245.61605093682513,24560.605093682512,2026-02-27 13:45:00-05:00,178.5232966446103,SL,-59.3163,1.0,4.8839,-60.3163,-0.002456,False,train
59,NVDA,BUY,2026-02-27 14:00:00-05:00,178.35000610351562,MACD↑ hist=+0.0615 | RSI oversold=23.0 | BB lower pct_b=0.16,0.778,0.9908929925870501,2026-02-27 14:15:00-05:00,178.43918110656736,27.38272631690347,176.95284161768677,181.4118600843285,244.3075630226753,24429.75630226753,2026-02-27 15:45:00-05:00,176.86436519687794,SL,-43.1228,1.0,4.8658,-44.1228,-0.001806,False,train
58,AAPL,BUY,2026-02-27 13:30:00-05:00,266.010009765625,RSI oversold=26.0 | BB lower pct_b=0.15,0.556,0.9608411397137518,2026-02-27 13:45:00-05:00,266.1430147705078,18.359870405266705,264.70175306093716,269.02553818964907,244.31756302267533,24430.75630226753,2026-02-27 15:45:00-05:00,264.5694021844067,SL,-28.8913,1.0,4.8731,-29.8913,-0.001224,False,train
54,MSFT,BUY,2026-02-27 09:30:00-05:00,391.8699951171875,RSI oversold=26.1 | BB lower pct_b=-0.48,0.556,2.1409384313564876,2026-02-27 09:45:00-05:00,392.0959438934326,12.527344633974355,388.8845362463979,398.51875918750204,245.59605093682512,24558.605093682512,2026-02-27 15:45:00-05:00,392.48365267944337,EOD,4.857,1.0,4.9156,3.857,0.000157,True,train
57,GOOGL,SELL,2026-02-27 12:30:00-05:00,307.1300048828125,MACD✗↓ hist=-0.0527,0.444,1.3761418340998877,2026-02-27 12:45:00-05:00,306.9464561004639,15.980491333012749,309.01066885161373,302.8180305981642,245.25775907062206,24524.775907062205,2026-02-27 15:45:00-05:00,309.1651741860395,SL,-35.4562,1.0,4.9216,-36.4562,-0.001487,False,train
55,QQQ,BUY,2026-02-27 09:30:00-05:00,603.6900024414062,MACD↑ hist=+0.1034 | RSI oversold=31.5 | BB lower pct_b=-0.07,0.778,1.7201034419954058,2026-02-27 09:45:00-05:00,603.9768252868652,8.132300467660542,601.396670123872,609.1371356128514,245.58605093682513,24557.605093682512,2026-02-27 15:45:00-05:00,607.0513029785157,EOD,25.0026,1.0,4.9255,24.0026,0.000977,True,train
64,NVDA,SELL,2026-03-02 15:00:00-05:00,181.8300018310547,MACD✗↓ hist=-0.0077,0.444,0.8758864640562954,2026-03-02 15:15:00-05:00,181.71909255981447,26.792061545061898,183.0329222558989,179.0914331676456,243.43145558876745,24342.145558876746,2026-03-02 15:45:00-05:00,182.45118061065673,EOD,-19.6141,1.0,4.8772,-20.6141,-0.000847,False,train
60,AAPL,BUY,2026-03-02 09:30:00-05:00,262.81500244140625,RSI oversold=22.7 | BB lower pct_b=-0.08,0.556,1.2772929769964543,2026-03-02 09:45:00-05:00,263.0214596557617,18.51342897324188,261.10552019026704,266.8533385867511,243.47145558876747,24346.145558876746,2026-03-02 15:45:00-05:00,264.4677061004639,EOD,26.775,1.0,4.884,25.775,0.001059,True,train
63,MSFT,SELL,2026-03-02 13:45:00-05:00,398.68499755859375,MACD✗↓ hist=-0.0389,0.444,1.7299891491008341,2026-03-02 14:00:00-05:00,398.550625,12.216337916357174,401.14560872365126,393.36065755269755,243.44145558876747,24343.145558876746,2026-03-02 15:45:00-05:00,398.5892096557617,EOD,-0.4714,1.0,4.8678,-1.4714,-6e-05,False,train
61,GOOGL,BUY,2026-03-02 09:30:00-05:00,305.1449890136719,MACD↑ hist=+0.0500 | BB lower pct_b=0.07,0.444,2.0546966413962706,2026-03-02 09:45:00-05:00,305.22254232788083,15.953045520945341,302.1404973657864,311.38663225206966,243.46145558876745,24345.145558876746,2026-03-02 15:45:00-05:00,306.10687976074223,EOD,14.1079,1.0,4.8775,13.1079,0.000538,True,train
62,QQQ,BUY,2026-03-02 09:30:00-05:00,603.6099853515625,MACD↑ hist=+0.0775 | BB lower pct_b=-0.11,0.444,2.03233610989749,2026-03-02 09:45:00-05:00,603.861777557373,8.063151689233623,600.8132733925268,609.9587858870655,243.45145558876746,24344.145558876746,2026-03-02 15:45:00-05:00,607.7359580383301,EOD,31.2381,1.0,4.8859,30.2381,0.001242,True,train
67,GOOGL,BUY,2026-03-03 09:30:00-05:00,300.3599853515625,RSI oversold=29.3 | BB lower pct_b=-0.38,0.556,1.8736345814533626,2026-03-03 09:45:00-05:00,300.49016633605953,16.231600059310175,297.67971446387946,306.1110700804196,243.8718100861254,24386.18100861254,2026-03-03 10:15:00-05:00,297.53087460664756,SL,-48.034,1.0,4.8546,-49.034,-0.002011,False,train
68,QQQ,BUY,2026-03-03 09:30:00-05:00,596.239990234375,RSI oversold=25.1 | BB lower pct_b=-0.47,0.556,2.3816900831224683,2026-03-03 09:45:00-05:00,596.5381102294922,8.175900446404343,592.9655751048085,603.6831804788596,243.86181008612542,24385.18100861254,2026-03-03 10:15:00-05:00,592.6690923172562,SL,-31.6327,1.0,4.8626,-32.6327,-0.001338,False,train
69,MSFT,BUY,2026-03-03 10:00:00-05:00,394.2250061035156,RSI oversold=34.9 | BB lower pct_b=-0.06,0.556,2.051635362903918,2026-03-03 10:15:00-05:00,394.4221186065674,12.365016999939877,391.3446655622115,400.57702469527914,243.8518100861254,24384.18100861254,2026-03-03 11:30:00-05:00,400.3767361829315,TP,73.6289,1.0,4.9151,72.6289,0.002979,True,train
66,AAPL,BUY,2026-03-03 09:30:00-05:00,262.9649963378906,RSI oversold=34.3 | BB lower pct_b=-0.15,0.556,1.2989350256762489,2026-03-03 09:45:00-05:00,263.1815127868652,18.533354224134317,261.23311024835084,267.078317863894,243.8818100861254,24387.18100861254,2026-03-03 12:30:00-05:00,261.1024936932267,SL,-38.5312,1.0,4.8596,-39.5312,-0.001621,False,train
71,QQQ,BUY,2026-03-03 10:30:00-05:00,593.3800048828125,RSI oversold=25.8 | BB lower pct_b=0.04,0.556,2.571147638124981,2026-03-03 10:45:00-05:00,593.6566653442383,8.187060192252575,589.7999438870507,601.3701082586132,243.01514263526107,24300.514263526107,2026-03-03 13:15:00-05:00,601.0694232044839,TP,60.6887,1.0,4.8919,59.6887,0.002456,True,train
