trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period,regime_at_entry,spy_adx_at_entry,spy_trending_at_entry,bb_mid_at_entry,entry_to_mid_dist
1,AAPL,C,LONG,2023-10-26,166.77,3.3073620239111765,2023-10-27,167.0384775,0.898,163.7311,25.0,2499.0,2023-11-02,177.5612,BB_MID,5,9.4493,1.0,8.4493,0.003381,True,all,corrective,28.34,False,175.2275,-8.189
2,AAPL,C,LONG,2024-01-02,185.55,2.9663796329520977,2024-01-03,184.38214499999998,0.816,181.4158,25.07,2506.45,2024-01-04,181.3251,SL,2,-2.4944,1.0,-3.4944,-0.001394,False,all,trending,48.67,True,194.0133,-9.6311
3,AAPL,C,LONG,2024-01-05,181.09,2.929477424779798,2024-01-08,182.201055,0.8242,179.2716,25.03,2501.95,2024-01-18,188.6056,BB_MID,8,5.2789,1.0,4.2789,0.00171,True,all,trending,40.75,True,192.6163,-10.4152
4,AAPL,C,LONG,2024-03-04,175.09,3.2028659962382102,2024-03-05,170.8854,0.88,167.6825,25.06,2505.23,2024-03-18,173.5932,TIME,10,2.3827,1.0,1.3827,0.000552,True,all,trending,31.12,True,183.878,-12.9926
5,AAPL,C,LONG,2024-08-05,209.23,6.683648394613313,2024-08-06,205.48269,0.7319,198.799,25.07,2505.62,2024-08-13,221.0994,BB_MID,6,11.4302,1.0,10.4302,0.004163,True,all,corrective,37.26,False,223.8065,-18.3238
6,AAPL,C,LONG,2024-09-16,216.46,4.905253523565195,2024-09-17,215.85787499999998,0.6994,210.9526,25.16,2515.05,2024-09-19,228.7905,BB_MID,3,9.0446,1.0,8.0446,0.003199,True,all,corrective,16.82,False,224.1337,-8.2759
7,AAPL,C,LONG,2024-11-04,222.07,4.09684705295968,2024-11-05,221.92090499999998,0.6822,217.8241,25.23,2522.09,2024-11-18,228.0459,BB_MID,10,4.1782,1.0,3.1782,0.00126,True,all,corrective,23.13,False,230.4417,-8.5208
8,AAPL,C,LONG,2025-01-10,236.76,4.5730316250350995,2025-01-13,233.63676,0.6485,229.0637,25.25,2524.27,2025-01-16,228.9492,SL,4,-3.0399,1.0,-4.0399,-0.0016,False,all,corrective,27.07,False,249.1595,-15.5227
9,AAPL,C,LONG,2025-03-11,220.92,6.860387440697346,2025-03-12,220.29009,0.6864,213.4297,25.2,2519.23,2025-03-13,213.323,SL,2,-4.7824,1.0,-5.7824,-0.002295,False,all,corrective,27.06,False,239.1335,-18.8434
10,AAPL,C,LONG,2025-04-03,203.01,6.918976450773808,2025-04-04,194.0219625,0.7773,187.103,25.13,2512.45,2025-04-04,189.1903,ACCEL_SL,1,-3.7555,1.0,-4.7555,-0.001893,False,all,corrective,29.9,False,219.4495,-25.4275
11,AAPL,C,LONG,2025-04-07,181.58,8.393913368269255,2025-04-08,186.79334999999998,0.8055,178.3994,25.08,2506.69,2025-04-08,178.3102,SL,1,-6.8331,1.0,-7.8331,-0.003125,False,all,corrective,34.63,False,214.236,-27.4427
12,AAPL,C,LONG,2025-08-01,202.3,4.031179930041358,2025-08-04,204.6072525,0.7328,200.5761,24.99,2497.86,2025-08-06,213.1684,BB_MID,3,6.2734,1.0,5.2734,0.002111,True,all,trending,30.34,True,210.8512,-6.244
13,AAPL,C,LONG,2026-01-05,267.175,4.295325676587658,2026-01-06,267.10348500000003,0.5623,262.8082,25.03,2502.13,2026-01-06,262.6768,SL,1,-2.4891,1.0,-3.4891,-0.001394,False,all,corrective,11.86,False,274.1595,-7.056
14,AAPL,C,LONG,2026-01-07,260.35,4.332245098690379,2026-01-08,257.14851,0.583,252.8163,24.99,2497.64,2026-01-20,252.6899,SL,8,-2.5994,1.0,-3.5994,-0.001441,False,all,corrective,11.44,False,272.4493,-15.3007
15,AAPL,C,LONG,2026-03-13,250.035,6.044062395895374,2026-03-16,251.91589499999998,0.594,245.8718,24.94,2493.04,2026-03-19,248.6056,EOB,4,-1.9664,1.0,-2.9664,-0.00119,False,all,corrective,26.14,False,262.74,-10.8241
1,AMZN,C,LONG,2023-10-26,119.65,3.8273778490373433,2023-10-27,126.27310499999999,1.1879,122.4457,25.0,2499.0,2023-10-30,132.6936,BB_MID,2,7.6269,1.0,6.6269,0.002652,True,all,corrective,28.34,False,127.7885,-1.5154
2,AMZN,C,LONG,2024-04-19,174.63,3.7837687197709675,2024-04-22,177.0034575,0.8493,173.2197,25.06,2504.63,2024-04-25,173.1331,SL,4,-3.2873,1.0,-4.2873,-0.001712,False,all,corrective,23.87,False,182.0232,-5.0198
3,AMZN,C,LONG,2024-05-31,176.52,3.7507642497971747,2024-06-03,177.59875499999998,0.8447,173.848,25.0,2499.34,2024-06-06,184.8375,BB_MID,4,6.1147,1.0,5.1147,0.002046,True,all,corrective,19.24,False,184.406,-6.8072
4,AMZN,C,LONG,2024-08-02,167.745,6.315452448343091,2024-08-05,154.2771,0.974,147.9616,25.04,2503.45,2024-08-15,177.5012,BB_MID,9,22.6205,1.0,21.6205,0.008636,True,all,corrective,35.51,False,187.1875,-32.9104
5,AMZN,C,LONG,2025-02-20,222.83,4.9662680009547655,2025-02-21,223.41165,0.6781,218.4454,25.25,2524.07,2025-02-21,218.3362,SL,1,-3.4419,1.0,-4.4419,-0.00176,False,all,corrective,9.34,False,233.3388,-9.9271
6,AMZN,C,LONG,2025-02-24,212.67,5.220021898782428,2025-02-25,211.70579999999998,0.7141,206.4858,25.2,2518.63,2025-02-25,206.3825,SL,1,-3.8013,1.0,-4.8013,-0.001906,False,all,corrective,10.37,False,231.2935,-19.5877
7,AMZN,C,LONG,2025-04-03,178.41,7.571689004456748,2025-04-04,167.2085625,0.902,159.6369,25.14,2512.83,2025-04-17,172.5437,TIME,10,4.8125,1.0,3.8125,0.001517,True,all,corrective,29.9,False,196.1757,-28.9672
8,AMZN,C,LONG,2025-08-04,211.67,5.130338778421617,2025-08-05,213.32661,0.7078,208.1963,25.17,2515.64,2025-08-14,230.7746,BB_MID,8,12.3502,1.0,11.3502,0.004512,True,all,trending,28.72,True,225.8973,-12.5706
9,AMZN,C,LONG,2025-09-23,220.74,4.965006148276392,2025-09-24,224.482185,0.6754,219.5172,25.27,2525.99,2025-09-24,219.4074,SL,1,-3.4276,1.0,-4.4276,-0.001753,False,all,trending,28.69,True,230.4077,-5.9256
10,AMZN,C,LONG,2025-09-25,218.155,4.910592036013828,2025-09-26,219.18954,0.6902,214.2789,25.22,2520.57,2025-10-08,225.0774,BB_MID,9,4.0641,1.0,3.0641,0.001216,True,all,trending,27.02,True,229.4405,-10.251
11,AMZN,C,LONG,2026-02-05,222.455,6.495374736792137,2026-02-06,202.72131,0.7469,196.2259,25.24,2522.63,2026-02-06,211.2037,ACCEL_SL,1,6.3357,1.0,5.3357,0.002115,True,all,corrective,12.88,False,238.8245,-36.1032
12,AMZN,C,LONG,2026-02-09,208.655,7.739098625091183,2026-02-10,208.8793875,0.7262,201.1403,25.28,2526.97,2026-02-12,201.0397,SL,3,-5.6928,1.0,-6.6928,-0.002649,False,all,corrective,11.85,False,235.0923,-26.2129
1,GLD,C,LONG,2023-09-27,174.09,1.2929064240386452,2023-09-28,174.02696999999998,0.8619,172.7341,25.0,2499.0,2023-09-28,172.6477,SL,1,-1.1888,1.0,-2.1888,-0.000876,False,all,corrective,22.36,False,178.2145,-4.1875
2,GLD,C,LONG,2023-09-29,171.46,1.4214346207272008,2023-10-02,170.21506499999998,0.8801,168.7936,24.97,2495.81,2023-10-02,169.8949,ACCEL_SL,1,-0.2818,1.0,-1.2818,-0.000514,False,all,corrective,24.22,False,177.4323,-7.2172
3,GLD,C,LONG,2023-10-03,169.16,1.4428186270555972,2023-10-04,169.30461,0.884,167.8618,24.95,2493.53,2023-10-13,178.7456,BB_MID,8,8.3462,1.0,7.3462,0.002946,True,all,corrective,26.37,False,176.4347,-7.1301
4,GLD,C,LONG,2024-01-17,185.855,1.8742215163415463,2024-01-18,186.423165,0.8049,184.5489,25.01,2499.88,2024-01-29,188.2059,BB_MID,8,1.4349,1.0,0.4349,0.000174,True,all,trending,31.17,True,189.2457,-2.8226
5,GLD,C,LONG,2024-02-13,184.565,1.651506094147139,2024-02-14,184.34212499999998,0.8138,182.6906,25.0,2499.31,2024-02-20,187.3863,BB_MID,4,2.4773,1.0,1.4773,0.000591,True,all,trending,33.81,True,187.6672,-3.3251
6,GLD,C,LONG,2024-11-11,242.13,3.120514043789202,2024-11-12,241.390635,0.6216,238.2701,25.01,2499.79,2024-11-13,238.151,SL,2,-2.0138,1.0,-3.0138,-0.001206,False,all,corrective,24.59,False,250.9808,-9.5901
7,GLD,C,LONG,2024-11-14,237.03,3.0468037005119797,2024-11-15,237.63876,0.6304,234.592,24.97,2495.77,2024-11-22,249.7501,BB_MID,6,7.6349,1.0,6.6349,0.002658,True,all,corrective,24.66,False,249.6352,-11.9965
8,GLD,C,LONG,2024-12-18,239.29,2.868882061012443,2024-12-19,239.70979499999999,0.6264,236.8409,25.02,2501.41,2025-01-02,245.3373,BB_MID,9,3.5248,1.0,2.5248,0.001009,True,all,corrective,22.74,False,244.9055,-5.1957
9,GLD,C,LONG,2025-05-14,293.19,6.127760270841242,2025-05-15,294.277065,0.5105,288.1493,25.04,2502.93,2025-05-20,303.4582,BB_MID,4,4.6872,1.0,3.6872,0.001473,True,all,corrective,18.3,False,305.324,-11.0469
10,GLD,C,LONG,2025-06-27,301.25,4.236589490874661,2025-06-30,302.53619249999997,0.4971,298.2996,25.07,2505.62,2025-07-02,309.1004,BB_MID,3,3.2632,1.0,2.2632,0.000903,True,all,corrective,16.01,False,308.8082,-6.2721
11,GLD,C,LONG,2025-07-30,301.04,3.604982381223291,2025-07-31,304.74229499999996,0.4938,301.1373,25.08,2506.88,2025-08-01,308.9854,BB_MID,2,2.0951,1.0,1.0951,0.000437,True,all,trending,32.37,True,307.9745,-3.2322
12,GLD,C,LONG,2026-03-18,444.82,10.64759047509843,2026-03-19,420.4951425,0.3579,409.8476,25.08,2506.98,2026-03-19,426.8465,ACCEL_SL,1,2.2729,1.0,1.2729,0.000508,True,all,corrective,30.59,False,470.3708,-49.8756
1,GOOGL,C,LONG,2023-09-26,128.6,2.745278163781421,2023-09-27,128.76434999999998,1.1649,126.0191,25.0,2499.0,2023-10-04,135.1224,BB_MID,6,7.4066,1.0,6.4066,0.002564,True,all,corrective,20.16,False,134.9563,-6.1919
2,GOOGL,C,LONG,2023-10-25,125.63,3.67652699735044,2023-10-26,123.03148499999999,1.2218,119.355,25.05,2504.41,2023-11-08,131.7441,TIME,10,10.6454,1.0,9.6454,0.003851,True,all,corrective,26.17,False,136.1157,-13.0843
3,GOOGL,C,LONG,2024-03-04,133.3,3.137742359002474,2024-03-05,131.94593999999998,1.1432,128.8082,25.14,2513.05,2024-03-13,139.7601,BB_MID,7,8.9333,1.0,7.9333,0.003157,True,all,trending,31.12,True,142.1603,-10.2143
4,GOOGL,C,LONG,2024-07-24,172.67,4.026766152193953,2024-07-25,172.896405,0.8749,168.8696,25.21,2519.99,2024-07-25,168.7852,SL,1,-3.5967,1.0,-4.5967,-0.001824,False,all,corrective,38.18,False,183.9403,-11.0438
