trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period,regime_at_entry,spy_adx_at_entry,spy_trending_at_entry,bb_mid_at_entry,entry_to_mid_dist
1,AAPL,C,LONG,2023-10-26,166.77,3.3074020867105194,2023-10-27,167.0384775,1.4967,163.7311,41.67,4165.67,2023-11-02,177.5612,BB_MID,5,15.7489,1.0,14.7489,0.003541,True,all,corrective,28.34,False,175.2275,-8.189
2,AAPL,C,LONG,2024-01-02,185.55,2.9663810599736755,2024-01-03,184.38214499999998,1.3604,181.4158,41.8,4179.42,2024-01-04,181.3251,SL,2,-4.1587,1.0,-5.1587,-0.001234,False,all,trending,48.67,True,194.0133,-9.6311
3,AAPL,C,LONG,2024-01-05,181.09,2.9294785673331525,2024-01-08,182.201055,1.3746,179.2716,41.74,4173.26,2024-01-18,188.6056,BB_MID,8,8.8038,1.0,7.8038,0.00187,True,all,trending,40.75,True,192.6163,-10.4152
4,AAPL,C,LONG,2024-03-04,175.09,3.202866059723607,2024-03-05,170.8854,1.468,167.6825,41.81,4180.06,2024-03-18,173.5932,TIME,10,3.9751,1.0,2.9751,0.000712,True,all,trending,31.12,True,183.878,-12.9926
5,AAPL,C,LONG,2024-08-05,209.23,6.683648394637923,2024-08-06,205.48269,1.2214,198.799,41.83,4182.04,2024-08-13,221.0994,BB_MID,6,19.0747,1.0,18.0747,0.004322,True,all,corrective,37.26,False,223.8065,-18.3238
6,AAPL,C,LONG,2024-09-16,216.46,4.905253523568064,2024-09-17,215.85787499999998,1.1675,210.9526,42.0,4199.11,2024-09-19,228.7905,BB_MID,3,15.0984,1.0,14.0984,0.003357,True,all,corrective,16.82,False,224.1337,-8.2759
7,AAPL,C,LONG,2024-11-04,222.07,4.096847052959894,2024-11-05,221.92090499999998,1.1391,217.8241,42.13,4212.21,2024-11-18,228.0459,BB_MID,10,6.9771,1.0,5.9771,0.001419,True,all,corrective,23.13,False,230.4417,-8.5208
8,AAPL,C,LONG,2025-01-10,236.76,4.5730316250351075,2025-01-13,233.63676,1.0833,229.0637,42.18,4217.19,2025-01-16,228.9492,SL,4,-5.0779,1.0,-6.0779,-0.001441,False,all,corrective,27.07,False,249.1595,-15.5227
9,AAPL,C,LONG,2025-03-11,220.92,6.860387440697346,2025-03-12,220.29009,1.147,213.4297,42.11,4210.11,2025-03-13,213.323,SL,2,-7.9911,1.0,-8.9911,-0.002136,False,all,corrective,27.06,False,239.1335,-18.8434
10,AAPL,C,LONG,2025-04-03,203.01,6.918976450773808,2025-04-04,194.0219625,1.2992,187.103,42.01,4200.12,2025-04-04,189.1903,ACCEL_SL,1,-6.2772,1.0,-7.2772,-0.001733,False,all,corrective,29.9,False,219.4495,-25.4275
11,AAPL,C,LONG,2025-04-07,181.58,8.393913368269255,2025-04-08,186.79334999999998,1.3468,178.3994,41.93,4191.84,2025-04-08,178.3102,SL,1,-11.4249,1.0,-12.4249,-0.002964,False,all,corrective,34.63,False,214.236,-27.4427
12,AAPL,C,LONG,2025-08-01,202.3,4.031179930041358,2025-08-04,204.6072525,1.2256,200.5761,41.79,4178.41,2025-08-06,213.1684,BB_MID,3,10.4924,1.0,9.4924,0.002272,True,all,trending,30.34,True,210.8512,-6.244
13,AAPL,C,LONG,2026-01-05,267.175,4.295325676587658,2026-01-06,267.10348500000003,0.9407,262.8082,41.88,4186.91,2026-01-06,262.6768,SL,1,-4.1644,1.0,-5.1644,-0.001233,False,all,corrective,11.86,False,274.1595,-7.056
14,AAPL,C,LONG,2026-01-07,260.35,4.332245098690379,2026-01-08,257.14851,0.9757,252.8163,41.82,4180.74,2026-01-20,252.6899,SL,8,-4.3504,1.0,-5.3504,-0.00128,False,all,corrective,11.44,False,272.4493,-15.3007
15,AAPL,C,LONG,2026-03-13,250.035,6.044062395895374,2026-03-16,251.91589499999998,0.9945,245.8718,41.75,4174.39,2026-03-19,248.9405,EOB,4,-2.959,1.0,-3.959,-0.000948,False,all,corrective,26.14,False,262.74,-10.8241
1,GLD,C,LONG,2023-09-27,174.09,1.2929064240386452,2023-09-28,174.02696999999998,1.4366,172.7341,41.67,4165.67,2023-09-28,172.6477,SL,1,-1.9814,1.0,-2.9814,-0.000716,False,all,corrective,22.36,False,178.2145,-4.1875
2,GLD,C,LONG,2023-09-29,171.46,1.4214346207272008,2023-10-02,170.21506499999998,1.4673,168.7936,41.63,4161.69,2023-10-02,169.8949,ACCEL_SL,1,-0.4698,1.0,-1.4698,-0.000353,False,all,corrective,24.21,False,177.4323,-7.2172
3,GLD,C,LONG,2023-10-03,169.16,1.4428186270555972,2023-10-04,169.30461,1.4743,167.8618,41.6,4159.22,2023-10-13,178.7456,BB_MID,8,13.9192,1.0,12.9192,0.003106,True,all,corrective,26.37,False,176.4347,-7.1301
4,GLD,C,LONG,2024-02-13,184.565,1.651506094147139,2024-02-14,184.34212499999998,1.358,182.6906,41.72,4171.13,2024-02-20,187.3863,BB_MID,4,4.1338,1.0,3.1338,0.000751,True,all,trending,33.81,True,187.6672,-3.3251
5,GLD,C,LONG,2024-11-12,240.04,3.093334469232831,2024-11-13,241.430655,1.0374,238.3373,41.74,4173.27,2024-11-13,238.2182,SL,1,-3.3326,1.0,-4.3326,-0.001038,False,all,corrective,24.79,False,250.6873,-9.2566
