trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period,regime_at_entry,spy_adx_at_entry,spy_trending_at_entry,bb_mid_at_entry,entry_to_mid_dist
7,SPY,C,LONG,2024-10-31,568.46,5.522473190187985,2024-11-01,571.54563,0.2378,566.0232,22.65,2264.35,2024-11-06,590.7145,BB_MID,4,4.5586,1.0,3.5586,0.001572,True,all,corrective,23.0,False,578.7223,-7.1766
8,SPY,C,LONG,2024-12-18,586.395,5.441613950991726,2024-12-19,591.6506775,0.23,586.2091,22.68,2266.91,2024-12-19,585.916,SL,1,-1.3189,1.0,-2.3189,-0.001023,False,all,corrective,22.74,False,601.4887,-9.8381
9,SPY,C,LONG,2025-02-27,585.03,6.952341372948773,2025-02-28,585.65268,0.232,578.7003,22.65,2263.59,2025-03-04,578.411,SL,3,-1.6801,1.0,-2.6801,-0.001184,False,all,corrective,14.51,False,602.78,-17.1273
10,SPY,C,LONG,2025-03-11,556.08,10.183678162052942,2025-03-12,562.471095,0.2412,552.2874,22.61,2259.91,2025-03-13,552.0113,SL,2,-2.5227,1.0,-3.5227,-0.001559,False,all,corrective,27.06,False,594.0348,-31.5637
11,SPY,C,LONG,2025-04-03,537.3,10.954235814353389,2025-04-04,523.9018199999999,0.2584,512.9476,22.56,2255.39,2025-04-04,512.6911,SL,1,-2.897,1.0,-3.897,-0.001728,False,all,corrective,29.9,False,563.2932,-39.3914
12,SPY,C,LONG,2025-04-07,504.45,14.52584618686593,2025-04-08,522.210975,0.2587,507.6851,22.51,2250.49,2025-04-08,507.4313,SL,1,-3.8233,1.0,-4.8233,-0.002143,False,all,corrective,34.63,False,556.3877,-34.1768
13,SPY,C,LONG,2025-10-10,653.275,5.917494588986919,2025-10-13,661.0253475000001,0.2038,655.1079,22.46,2244.67,2025-10-14,654.7803,SL,2,-1.273,1.0,-2.273,-0.001013,False,all,trending,27.91,True,664.5745,-3.5492
14,SPY,C,LONG,2025-11-18,660.16,8.223515889520394,2025-11-19,661.1103899999999,0.2035,652.8869,22.42,2241.4,2025-11-20,652.5604,SL,2,-1.74,1.0,-2.74,-0.001222,False,all,corrective,16.73,False,676.641,-15.5306
15,SPY,C,LONG,2026-01-20,677.66,6.1806936688932765,2026-01-21,679.689675,0.1976,673.509,22.39,2237.66,2026-01-22,688.6155,BB_MID,2,1.7639,1.0,0.7639,0.000341,True,all,corrective,12.27,False,688.3563,-8.6666
16,SPY,C,LONG,2026-02-05,677.44,7.315509190102624,2026-02-06,681.7757174999999,0.197,674.4602,22.38,2237.42,2026-02-06,690.3746,BB_MID,1,1.6939,1.0,0.6939,0.00031,True,all,corrective,12.88,False,690.2842,-8.5085
17,SPY,C,LONG,2026-03-06,672.44,8.953198989571213,2026-03-09,666.7131899999999,0.2014,657.76,22.38,2237.11,2026-03-19,657.4311,SL,9,-1.8696,1.0,-2.8696,-0.001283,False,all,corrective,18.44,False,685.9145,-19.2013
1,TLT,C,LONG,2023-09-21,90.7,1.010879388230468,2023-09-22,90.835395,1.5012,89.8245,22.73,2271.73,2023-09-25,89.7796,SL,2,-1.585,1.0,-2.585,-0.001138,False,all,corrective,14.82,False,94.1917,-3.3564
2,TLT,C,LONG,2023-09-27,88.43,1.1131397388392963,2023-09-28,87.66381,1.5531,86.5507,22.69,2268.14,2023-10-03,86.5074,SL,4,-1.796,1.0,-2.796,-0.001233,False,all,corrective,22.36,False,93.0025,-5.3387
3,TLT,C,LONG,2023-10-19,82.76,1.530472318949333,2023-10-20,83.04650249999999,1.6367,81.516,22.65,2264.35,2023-11-02,86.9715,BB_MID,10,6.424,1.0,5.424,0.002395,True,all,corrective,20.01,False,86.924,-3.8775
4,TLT,C,LONG,2024-01-16,94.82,1.2493246784637868,2024-01-17,94.64729999999999,1.4389,93.398,22.7,2268.77,2024-01-19,93.3513,SL,3,-1.8648,1.0,-2.8648,-0.001263,False,all,trending,33.46,True,98.007,-3.3597
5,TLT,C,LONG,2024-04-16,88.33,1.0845422377593503,2024-04-17,88.914435,1.529,87.8299,22.66,2264.91,2024-04-25,87.786,SL,7,-1.7255,1.0,-2.7255,-0.001203,False,all,corrective,19.8,False,92.0657,-3.1513
6,TLT,C,LONG,2024-07-01,89.945,1.1063391834729739,2024-07-02,90.735345,1.4959,89.629,22.62,2261.18,2024-07-11,93.4832,BB_MID,7,4.1106,1.0,3.1106,0.001376,True,all,trending,33.97,True,92.9765,-2.2412
7,TLT,C,LONG,2024-10-04,95.51,1.008816331193685,2024-10-07,95.02248749999998,1.4297,94.0137,22.64,2263.29,2024-10-10,93.9667,SL,4,-1.5096,1.0,-2.5096,-0.001109,False,all,corrective,19.46,False,99.0002,-3.9778
8,TLT,C,LONG,2024-12-19,87.81,1.0946265053171558,2024-12-20,88.574265,1.5314,87.4796,22.61,2259.78,2024-12-24,87.4359,SL,3,-1.7433,1.0,-2.7433,-0.001214,False,all,corrective,23.61,False,92.0293,-3.455
9,TLT,C,LONG,2025-04-08,88.35,1.3190750492102132,2025-04-09,87.333645,1.5506,86.0146,22.57,2256.04,2025-04-09,85.9716,SL,1,-2.1121,1.0,-3.1121,-0.001379,False,all,corrective,36.8,False,90.4957,-3.1621
10,TLT,C,LONG,2025-04-10,86.435,1.5159116495741125,2025-04-11,85.90293,1.5736,84.387,22.53,2251.93,2025-04-25,88.8556,BB_MID,10,4.6462,1.0,3.6462,0.001619,True,all,corrective,36.89,False,90.2347,-4.3318
11,TLT,C,LONG,2025-05-21,83.95,1.103590689949991,2025-05-22,83.571765,1.6194,82.4682,22.56,2254.57,2025-05-30,86.2169,BB_MID,6,4.2834,1.0,3.2834,0.001456,True,all,corrective,20.23,False,87.228,-3.6562
12,TLT,C,LONG,2025-11-05,88.95,0.671741545573435,2025-11-06,89.60477999999999,1.5119,88.933,22.58,2256.86,2025-11-14,88.8886,SL,7,-1.0828,1.0,-2.0828,-0.000923,False,all,corrective,15.52,False,90.8613,-1.2565
13,TLT,C,LONG,2026-01-20,86.67,0.6064039899977836,2026-01-21,86.8383975,1.5579,86.232,22.55,2253.77,2026-01-22,87.6512,BB_MID,2,1.2662,1.0,0.2662,0.000118,True,all,corrective,12.27,False,87.6295,-0.7911
14,TLT,C,LONG,2026-02-02,86.58,0.5998702703819014,2026-02-03,86.52824249999999,1.563,85.9284,22.54,2253.04,2026-02-09,87.4762,BB_MID,5,1.4817,1.0,0.4817,0.000214,True,all,corrective,10.34,False,87.62,-1.0918
15,TLT,C,LONG,2026-03-12,86.98,0.7024623392337257,2026-03-13,86.973465,1.5546,86.271,22.54,2252.52,2026-03-19,87.5762,EOB,5,0.937,1.0,-0.063,-2.8e-05,False,all,corrective,24.31,False,89.252,-2.2785
1,USMV,C,LONG,2023-09-26,72.93,0.5388295602713641,2023-09-27,73.126545,1.8648,72.5877,22.73,2271.73,2023-09-27,72.5514,SL,1,-1.0725,1.0,-2.0725,-0.000912,False,all,corrective,20.16,False,74.674,-1.5475
2,USMV,C,LONG,2023-10-02,71.88,0.5836017823539786,2023-10-03,71.72584499999999,1.8986,71.1422,22.7,2268.65,2023-10-16,73.5432,BB_MID,10,3.4505,1.0,2.4505,0.00108,True,all,corrective,25.03,False,74.1363,-2.4104
3,USMV,C,LONG,2023-10-27,70.575,0.671389254990657,2023-10-30,71.01549,1.9188,70.3441,22.71,2270.11,2023-11-02,73.1434,BB_MID,4,4.0831,1.0,3.0831,0.001358,True,all,corrective,30.56,False,72.2575,-1.242
4,USMV,C,LONG,2024-04-10,81.62,0.5647100551554805,2024-04-11,81.64079999999998,1.6706,81.0761,22.73,2272.19,2024-04-11,81.0356,SL,1,-1.0111,1.0,-2.0111,-0.000885,False,all,corrective,19.2,False,82.603,-0.9622
5,USMV,C,LONG,2024-04-12,80.455,0.6082193842922258,2024-04-15,81.170565,1.6781,80.5623,22.7,2269.18,2024-04-15,80.5221,SL,1,-1.0882,1.0,-2.0882,-0.00092,False,all,corrective,18.23,False,82.4458,-1.2752
6,USMV,C,LONG,2024-04-16,79.93,0.6451993670682965,2024-04-17,80.23009499999999,1.6954,79.5849,22.67,2266.09,2024-04-29,81.2344,BB_MID,9,1.7027,1.0,0.7027,0.00031,True,all,corrective,19.8,False,82.2137,-1.9837
7,USMV,C,LONG,2024-12-17,90.47,0.600244791841602,2024-12-18,90.40518,1.5044,89.8049,22.67,2265.79,2024-12-18,89.76,SL,1,-0.9706,1.0,-1.9706,-0.00087,False,all,corrective,21.8,False,92.9565,-2.5513
