trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period,regime_at_entry,spy_adx_at_entry,spy_trending_at_entry,bb_mid_at_entry,entry_to_mid_dist
1,AAPL,C,LONG,2023-10-26,166.77,3.3073620239111765,2023-10-27,167.0384775,1.1225,163.7311,31.25,3124.0,2023-11-02,177.5612,BB_MID,5,11.8117,1.0,10.8117,0.003461,True,all,corrective,28.34,False,175.2275,-8.189
2,AAPL,C,LONG,2024-01-02,185.55,2.9663796329520977,2024-01-03,184.38214499999998,1.0201,181.4158,31.35,3133.81,2024-01-04,181.3251,SL,2,-3.1185,1.0,-4.1185,-0.001314,False,all,trending,48.67,True,194.0133,-9.6311
3,AAPL,C,LONG,2024-01-05,181.09,2.929477424779798,2024-01-08,182.201055,1.0306,179.2716,31.3,3128.69,2024-01-18,188.6056,BB_MID,8,6.6008,1.0,5.6008,0.00179,True,all,trending,40.75,True,192.6163,-10.4152
4,AAPL,C,LONG,2024-03-04,175.09,3.2028659962382102,2024-03-05,170.8854,1.1005,167.6825,31.34,3133.29,2024-03-18,173.5932,TIME,10,2.9799,1.0,1.9799,0.000632,True,all,trending,31.12,True,183.878,-12.9926
5,AAPL,C,LONG,2024-08-05,209.23,6.683648394613313,2024-08-06,205.48269,0.9155,198.799,31.35,3134.27,2024-08-13,221.0994,BB_MID,6,14.2969,1.0,13.2969,0.004242,True,all,corrective,37.26,False,223.8065,-18.3238
6,AAPL,C,LONG,2024-09-16,216.46,4.905253523565195,2024-09-17,215.85787499999998,0.8749,210.9526,31.48,3146.57,2024-09-19,228.7905,BB_MID,3,11.3148,1.0,10.3148,0.003278,True,all,corrective,16.82,False,224.1337,-8.2759
7,AAPL,C,LONG,2024-11-04,222.07,4.09684705295968,2024-11-05,221.92090499999998,0.8535,217.8241,31.57,3155.89,2024-11-18,228.0459,BB_MID,10,5.2278,1.0,4.2278,0.00134,True,all,corrective,23.13,False,230.4417,-8.5208
8,AAPL,C,LONG,2025-01-10,236.76,4.5730316250350995,2025-01-13,233.63676,0.8115,229.0637,31.6,3159.11,2025-01-16,228.9492,SL,4,-3.8042,1.0,-4.8042,-0.001521,False,all,corrective,27.07,False,249.1595,-15.5227
9,AAPL,C,LONG,2025-03-11,220.92,6.860387440697346,2025-03-12,220.29009,0.8591,213.4297,31.54,3153.31,2025-03-13,213.323,SL,2,-5.9857,1.0,-6.9857,-0.002215,False,all,corrective,27.06,False,239.1335,-18.8434
10,AAPL,C,LONG,2025-04-03,203.01,6.918976450773808,2025-04-04,194.0219625,0.973,187.103,31.46,3145.32,2025-04-04,189.1903,ACCEL_SL,1,-4.7011,1.0,-5.7011,-0.001813,False,all,corrective,29.9,False,219.4495,-25.4275
11,AAPL,C,LONG,2025-04-07,181.58,8.393913368269255,2025-04-08,186.79334999999998,1.0085,178.3994,31.4,3138.62,2025-04-08,178.3102,SL,1,-8.555,1.0,-9.555,-0.003044,False,all,corrective,34.63,False,214.236,-27.4427
12,AAPL,C,LONG,2025-08-01,202.3,4.031179930041358,2025-08-04,204.6072525,0.9176,200.5761,31.29,3128.07,2025-08-06,213.1684,BB_MID,3,7.8555,1.0,6.8555,0.002192,True,all,trending,30.34,True,210.8512,-6.244
13,AAPL,C,LONG,2026-01-05,267.175,4.295325676587658,2026-01-06,267.10348500000003,0.7042,262.8082,31.35,3133.92,2026-01-06,262.6768,SL,1,-3.1173,1.0,-4.1173,-0.001314,False,all,corrective,11.86,False,274.1595,-7.056
