ts,symbol,combo,event,beta_60
2024-01-18,GLD,C,beta_gate_fail,1.0
2024-01-19,GLD,C,beta_gate_fail,1.0
2024-01-22,GLD,C,beta_gate_fail,1.0
2024-01-23,GLD,C,beta_gate_fail,1.0
2024-01-24,GLD,C,beta_gate_fail,1.0
2024-01-25,GLD,C,beta_gate_fail,1.0
2024-01-26,GLD,C,beta_gate_fail,1.0
2024-01-29,GLD,C,beta_gate_fail,1.0
2024-01-30,GLD,C,beta_gate_fail,1.0
2024-01-31,GLD,C,beta_gate_fail,1.0
2024-02-01,GLD,C,beta_gate_fail,1.0
2024-02-02,GLD,C,beta_gate_fail,1.0
2024-02-05,GLD,C,beta_gate_fail,1.0
2024-02-06,GLD,C,beta_gate_fail,1.0
2024-02-07,GLD,C,beta_gate_fail,1.0
2024-02-08,GLD,C,beta_gate_fail,1.0
2024-02-09,GLD,C,beta_gate_fail,1.0
2024-02-12,GLD,C,beta_gate_fail,1.0
2024-02-13,GLD,C,beta_gate_fail,1.0
2024-02-14,GLD,C,beta_gate_fail,1.0
2024-02-15,GLD,C,beta_gate_fail,1.0
2024-02-16,GLD,C,beta_gate_fail,1.0
2024-02-20,GLD,C,beta_gate_fail,1.0
2024-02-21,GLD,C,beta_gate_fail,1.0
2024-02-22,GLD,C,beta_gate_fail,1.0
2024-02-23,GLD,C,beta_gate_fail,1.0
2024-02-26,GLD,C,beta_gate_fail,1.0
2024-02-27,GLD,C,beta_gate_fail,1.0
2024-02-28,GLD,C,beta_gate_fail,1.0
2024-02-29,GLD,C,beta_gate_fail,1.0
2024-03-01,GLD,C,beta_gate_fail,1.0
2024-03-04,GLD,C,beta_gate_fail,1.0
2024-03-05,GLD,C,beta_gate_fail,1.0
2024-03-06,GLD,C,beta_gate_fail,1.0
2024-03-07,GLD,C,beta_gate_fail,1.0
2024-03-08,GLD,C,beta_gate_fail,1.0
2024-03-11,GLD,C,beta_gate_fail,1.0
2024-03-12,GLD,C,beta_gate_fail,1.0
2024-03-13,GLD,C,beta_gate_fail,1.0
2024-03-14,GLD,C,beta_gate_fail,1.0
2024-03-15,GLD,C,beta_gate_fail,1.0
2024-03-18,GLD,C,beta_gate_fail,1.0
2024-03-19,GLD,C,beta_gate_fail,1.0
2024-03-20,GLD,C,beta_gate_fail,1.0
2024-03-21,GLD,C,beta_gate_fail,1.0
2024-03-22,GLD,C,beta_gate_fail,1.0
2024-03-25,GLD,C,beta_gate_fail,1.0
2024-03-26,GLD,C,beta_gate_fail,1.0
2024-03-27,GLD,C,beta_gate_fail,1.0
2024-03-28,GLD,C,beta_gate_fail,1.0
2024-04-01,GLD,C,beta_gate_fail,1.0
2024-04-02,GLD,C,beta_gate_fail,1.0
2024-04-03,GLD,C,beta_gate_fail,1.0
2024-04-04,GLD,C,beta_gate_fail,1.0
2024-04-05,GLD,C,beta_gate_fail,1.0
2024-04-08,GLD,C,beta_gate_fail,1.0
2024-04-09,GLD,C,beta_gate_fail,1.0
2024-04-10,GLD,C,beta_gate_fail,1.0
2024-04-11,GLD,C,beta_gate_fail,1.0
2024-04-12,GLD,C,beta_gate_fail,1.0
2024-04-15,GLD,C,beta_gate_fail,1.0
2024-04-16,GLD,C,beta_gate_fail,1.0
2024-04-17,GLD,C,beta_gate_fail,1.0
2024-04-18,GLD,C,beta_gate_fail,1.0
2024-04-19,GLD,C,beta_gate_fail,1.0
2024-04-22,GLD,C,beta_gate_fail,1.0
2024-04-23,GLD,C,beta_gate_fail,1.0
2024-04-24,GLD,C,beta_gate_fail,1.0
2024-04-25,GLD,C,beta_gate_fail,1.0
2024-04-26,GLD,C,beta_gate_fail,1.0
2024-04-29,GLD,C,beta_gate_fail,1.0
2024-04-30,GLD,C,beta_gate_fail,1.0
2024-05-01,GLD,C,beta_gate_fail,1.0
2024-05-02,GLD,C,beta_gate_fail,1.0
2024-05-03,GLD,C,beta_gate_fail,1.0
2024-05-06,GLD,C,beta_gate_fail,1.0
2024-05-07,GLD,C,beta_gate_fail,1.0
2024-05-08,GLD,C,beta_gate_fail,1.0
2024-05-09,GLD,C,beta_gate_fail,1.0
2024-05-10,GLD,C,beta_gate_fail,1.0
2024-05-13,GLD,C,beta_gate_fail,1.0
2024-05-14,GLD,C,beta_gate_fail,1.0
2024-05-15,GLD,C,beta_gate_fail,1.0
2024-05-16,GLD,C,beta_gate_fail,1.0
2024-05-17,GLD,C,beta_gate_fail,1.0
2024-05-20,GLD,C,beta_gate_fail,1.0
2024-05-21,GLD,C,beta_gate_fail,1.0
2024-05-22,GLD,C,beta_gate_fail,1.0
2024-05-23,GLD,C,beta_gate_fail,1.0
2024-05-24,GLD,C,beta_gate_fail,1.0
2024-05-28,GLD,C,beta_gate_fail,1.0
2024-05-29,GLD,C,beta_gate_fail,1.0
2024-05-30,GLD,C,beta_gate_fail,1.0
2024-05-31,GLD,C,beta_gate_fail,1.0
2024-06-03,GLD,C,beta_gate_fail,1.0
2024-06-04,GLD,C,beta_gate_fail,1.0
2024-06-05,GLD,C,beta_gate_fail,1.0
2024-06-06,GLD,C,beta_gate_fail,1.0
2024-06-07,GLD,C,beta_gate_fail,1.0
2024-06-10,GLD,C,beta_gate_fail,1.0
2024-06-11,GLD,C,beta_gate_fail,1.0
2024-06-12,GLD,C,beta_gate_fail,1.0
2024-06-13,GLD,C,beta_gate_fail,1.0
2024-06-14,GLD,C,beta_gate_fail,1.0
2024-06-17,GLD,C,beta_gate_fail,1.0
2024-06-18,GLD,C,beta_gate_fail,1.0
2024-06-20,GLD,C,beta_gate_fail,1.0
2024-06-21,GLD,C,beta_gate_fail,1.0
2024-06-24,GLD,C,beta_gate_fail,1.0
2024-06-25,GLD,C,beta_gate_fail,1.0
2024-06-26,GLD,C,beta_gate_fail,1.0
2024-06-27,GLD,C,beta_gate_fail,1.0
2024-06-28,GLD,C,beta_gate_fail,1.0
2024-07-01,GLD,C,beta_gate_fail,1.0
2024-07-02,GLD,C,beta_gate_fail,1.0
2024-07-03,GLD,C,beta_gate_fail,1.0
2024-07-05,GLD,C,beta_gate_fail,1.0
2024-07-08,GLD,C,beta_gate_fail,1.0
2024-07-09,GLD,C,beta_gate_fail,1.0
2024-07-10,GLD,C,beta_gate_fail,1.0
2024-07-11,GLD,C,beta_gate_fail,1.0
2024-07-12,GLD,C,beta_gate_fail,1.0
2024-07-15,GLD,C,beta_gate_fail,1.0
2024-07-16,GLD,C,beta_gate_fail,1.0
2024-07-17,GLD,C,beta_gate_fail,1.0
2024-07-18,GLD,C,beta_gate_fail,1.0
2024-07-19,GLD,C,beta_gate_fail,1.0
2024-07-22,GLD,C,beta_gate_fail,1.0
2024-07-23,GLD,C,beta_gate_fail,1.0
2024-07-24,GLD,C,beta_gate_fail,1.0
2024-07-25,GLD,C,beta_gate_fail,1.0
2024-07-26,GLD,C,beta_gate_fail,1.0
2024-07-29,GLD,C,beta_gate_fail,1.0
2024-07-30,GLD,C,beta_gate_fail,1.0
2024-07-31,GLD,C,beta_gate_fail,1.0
2024-08-01,GLD,C,beta_gate_fail,1.0
2024-08-02,GLD,C,beta_gate_fail,1.0
2024-08-05,GLD,C,beta_gate_fail,1.0
2024-08-06,GLD,C,beta_gate_fail,1.0
2024-08-07,GLD,C,beta_gate_fail,1.0
2024-08-08,GLD,C,beta_gate_fail,1.0
2024-08-09,GLD,C,beta_gate_fail,1.0
2024-08-12,GLD,C,beta_gate_fail,1.0
2024-08-13,GLD,C,beta_gate_fail,1.0
2024-08-14,GLD,C,beta_gate_fail,1.0
2024-08-15,GLD,C,beta_gate_fail,1.0
2024-08-16,GLD,C,beta_gate_fail,1.0
2024-08-19,GLD,C,beta_gate_fail,1.0
2024-08-20,GLD,C,beta_gate_fail,1.0
2024-08-21,GLD,C,beta_gate_fail,1.0
2024-08-22,GLD,C,beta_gate_fail,1.0
2024-08-23,GLD,C,beta_gate_fail,1.0
2024-08-26,GLD,C,beta_gate_fail,1.0
2024-08-27,GLD,C,beta_gate_fail,1.0
2024-08-28,GLD,C,beta_gate_fail,1.0
2024-08-29,GLD,C,beta_gate_fail,1.0
2024-08-30,GLD,C,beta_gate_fail,1.0
2024-09-03,GLD,C,beta_gate_fail,1.0
2024-09-04,GLD,C,beta_gate_fail,1.0
2024-09-05,GLD,C,beta_gate_fail,1.0
2024-09-06,GLD,C,beta_gate_fail,1.0
2024-09-09,GLD,C,beta_gate_fail,1.0
2024-09-10,GLD,C,beta_gate_fail,1.0
2024-09-11,GLD,C,beta_gate_fail,1.0
2024-09-12,GLD,C,beta_gate_fail,1.0
2024-09-13,GLD,C,beta_gate_fail,1.0
2024-09-16,GLD,C,beta_gate_fail,1.0
2024-09-17,GLD,C,beta_gate_fail,1.0
2024-09-18,GLD,C,beta_gate_fail,1.0
2024-09-19,GLD,C,beta_gate_fail,1.0
2024-09-20,GLD,C,beta_gate_fail,1.0
2024-09-23,GLD,C,beta_gate_fail,1.0
2024-09-24,GLD,C,beta_gate_fail,1.0
2024-09-25,GLD,C,beta_gate_fail,1.0
2024-09-26,GLD,C,beta_gate_fail,1.0
2024-09-27,GLD,C,beta_gate_fail,1.0
2024-09-30,GLD,C,beta_gate_fail,1.0
2024-10-01,GLD,C,beta_gate_fail,1.0
2024-10-02,GLD,C,beta_gate_fail,1.0
2024-10-03,GLD,C,beta_gate_fail,1.0
2024-10-04,GLD,C,beta_gate_fail,1.0
2024-10-07,GLD,C,beta_gate_fail,1.0
2024-10-08,GLD,C,beta_gate_fail,1.0
2024-10-09,GLD,C,beta_gate_fail,1.0
2024-10-10,GLD,C,beta_gate_fail,1.0
2024-10-11,GLD,C,beta_gate_fail,1.0
2024-10-14,GLD,C,beta_gate_fail,1.0
2024-10-15,GLD,C,beta_gate_fail,1.0
2024-10-16,GLD,C,beta_gate_fail,1.0
2024-10-17,GLD,C,beta_gate_fail,1.0
2024-10-18,GLD,C,beta_gate_fail,1.0
2024-10-21,GLD,C,beta_gate_fail,1.0
2024-10-22,GLD,C,beta_gate_fail,1.0
2024-10-23,GLD,C,beta_gate_fail,1.0
2024-10-24,GLD,C,beta_gate_fail,1.0
2024-10-25,GLD,C,beta_gate_fail,1.0
2024-10-28,GLD,C,beta_gate_fail,1.0
2024-10-29,GLD,C,beta_gate_fail,1.0
2024-10-30,GLD,C,beta_gate_fail,1.0
2024-10-31,GLD,C,beta_gate_fail,1.0
2024-11-01,GLD,C,beta_gate_fail,1.0
2024-11-04,GLD,C,beta_gate_fail,1.0
2024-11-05,GLD,C,beta_gate_fail,1.0
2024-11-06,GLD,C,beta_gate_fail,1.0
2024-11-07,GLD,C,beta_gate_fail,1.0
2024-11-08,GLD,C,beta_gate_fail,1.0
2024-11-11,GLD,C,beta_gate_fail,1.0
2024-11-12,GLD,C,beta_gate_fail,1.0
2024-11-13,GLD,C,beta_gate_fail,1.0
2024-11-14,GLD,C,beta_gate_fail,1.0
2024-11-15,GLD,C,beta_gate_fail,1.0
2024-11-18,GLD,C,beta_gate_fail,1.0
2024-11-19,GLD,C,beta_gate_fail,1.0
2024-11-20,GLD,C,beta_gate_fail,1.0
2024-11-21,GLD,C,beta_gate_fail,1.0
2024-11-22,GLD,C,beta_gate_fail,1.0
2024-11-25,GLD,C,beta_gate_fail,1.0
2024-11-26,GLD,C,beta_gate_fail,1.0
2024-11-27,GLD,C,beta_gate_fail,1.0
2024-11-29,GLD,C,beta_gate_fail,1.0
2024-12-02,GLD,C,beta_gate_fail,1.0
2024-12-03,GLD,C,beta_gate_fail,1.0
2024-12-04,GLD,C,beta_gate_fail,1.0
2024-12-05,GLD,C,beta_gate_fail,1.0
2024-12-06,GLD,C,beta_gate_fail,1.0
2024-12-09,GLD,C,beta_gate_fail,1.0
2024-12-10,GLD,C,beta_gate_fail,1.0
2024-12-11,GLD,C,beta_gate_fail,1.0
2024-12-12,GLD,C,beta_gate_fail,1.0
2024-12-13,GLD,C,beta_gate_fail,1.0
2024-12-16,GLD,C,beta_gate_fail,1.0
2024-12-17,GLD,C,beta_gate_fail,1.0
2024-12-18,GLD,C,beta_gate_fail,1.0
2024-12-19,GLD,C,beta_gate_fail,1.0
2024-12-20,GLD,C,beta_gate_fail,1.0
2024-12-23,GLD,C,beta_gate_fail,1.0
2024-12-24,GLD,C,beta_gate_fail,1.0
2024-12-26,GLD,C,beta_gate_fail,1.0
2024-12-27,GLD,C,beta_gate_fail,1.0
2024-12-30,GLD,C,beta_gate_fail,1.0
2024-12-31,GLD,C,beta_gate_fail,1.0
2025-01-02,GLD,C,beta_gate_fail,1.0
2025-01-03,GLD,C,beta_gate_fail,1.0
2025-01-06,GLD,C,beta_gate_fail,1.0
2025-01-07,GLD,C,beta_gate_fail,1.0
2025-01-08,GLD,C,beta_gate_fail,1.0
2025-01-10,GLD,C,beta_gate_fail,1.0
2025-01-13,GLD,C,beta_gate_fail,1.0
2025-01-14,GLD,C,beta_gate_fail,1.0
2025-01-15,GLD,C,beta_gate_fail,1.0
2025-01-16,GLD,C,beta_gate_fail,1.0
2025-01-17,GLD,C,beta_gate_fail,1.0
2025-01-21,GLD,C,beta_gate_fail,1.0
2025-01-22,GLD,C,beta_gate_fail,1.0
2025-01-23,GLD,C,beta_gate_fail,1.0
2025-01-24,GLD,C,beta_gate_fail,1.0
2025-01-27,GLD,C,beta_gate_fail,1.0
2025-01-28,GLD,C,beta_gate_fail,1.0
2025-01-29,GLD,C,beta_gate_fail,1.0
2025-01-30,GLD,C,beta_gate_fail,1.0
2025-01-31,GLD,C,beta_gate_fail,1.0
2025-02-03,GLD,C,beta_gate_fail,1.0
2025-02-04,GLD,C,beta_gate_fail,1.0
2025-02-05,GLD,C,beta_gate_fail,1.0
2025-02-06,GLD,C,beta_gate_fail,1.0
2025-02-07,GLD,C,beta_gate_fail,1.0
2025-02-10,GLD,C,beta_gate_fail,1.0
2025-02-11,GLD,C,beta_gate_fail,1.0
2025-02-12,GLD,C,beta_gate_fail,1.0
2025-02-13,GLD,C,beta_gate_fail,1.0
2025-02-14,GLD,C,beta_gate_fail,1.0
2025-02-18,GLD,C,beta_gate_fail,1.0
2025-02-19,GLD,C,beta_gate_fail,1.0
2025-02-20,GLD,C,beta_gate_fail,1.0
2025-02-21,GLD,C,beta_gate_fail,1.0
2025-02-24,GLD,C,beta_gate_fail,1.0
2025-02-25,GLD,C,beta_gate_fail,1.0
2025-02-26,GLD,C,beta_gate_fail,1.0
2025-02-27,GLD,C,beta_gate_fail,1.0
2025-02-28,GLD,C,beta_gate_fail,1.0
2025-03-03,GLD,C,beta_gate_fail,1.0
2025-03-04,GLD,C,beta_gate_fail,1.0
2025-03-05,GLD,C,beta_gate_fail,1.0
2025-03-06,GLD,C,beta_gate_fail,1.0
2025-03-07,GLD,C,beta_gate_fail,1.0
2025-03-11,GLD,C,beta_gate_fail,1.0
2025-03-12,GLD,C,beta_gate_fail,1.0
2025-03-13,GLD,C,beta_gate_fail,1.0
2025-03-14,GLD,C,beta_gate_fail,1.0
2025-03-17,GLD,C,beta_gate_fail,1.0
2025-03-18,GLD,C,beta_gate_fail,1.0
2025-03-19,GLD,C,beta_gate_fail,1.0
2025-03-20,GLD,C,beta_gate_fail,1.0
2025-03-21,GLD,C,beta_gate_fail,1.0
2025-03-24,GLD,C,beta_gate_fail,1.0
2025-03-25,GLD,C,beta_gate_fail,1.0
2025-03-26,GLD,C,beta_gate_fail,1.0
2025-03-27,GLD,C,beta_gate_fail,1.0
2025-03-28,GLD,C,beta_gate_fail,1.0
2025-03-31,GLD,C,beta_gate_fail,1.0
2025-04-01,GLD,C,beta_gate_fail,1.0
2025-04-02,GLD,C,beta_gate_fail,1.0
2025-04-03,GLD,C,beta_gate_fail,1.0
2025-04-04,GLD,C,beta_gate_fail,1.0
2025-04-07,GLD,C,beta_gate_fail,1.0
2025-04-08,GLD,C,beta_gate_fail,1.0
2025-04-09,GLD,C,beta_gate_fail,1.0
2025-04-10,GLD,C,beta_gate_fail,1.0
2025-04-11,GLD,C,beta_gate_fail,1.0
2025-04-14,GLD,C,beta_gate_fail,1.0
2025-04-15,GLD,C,beta_gate_fail,1.0
2025-04-16,GLD,C,beta_gate_fail,1.0
2025-04-17,GLD,C,beta_gate_fail,1.0
2025-04-21,GLD,C,beta_gate_fail,1.0
2025-04-22,GLD,C,beta_gate_fail,1.0
2025-04-23,GLD,C,beta_gate_fail,1.0
2025-04-24,GLD,C,beta_gate_fail,1.0
2025-04-25,GLD,C,beta_gate_fail,1.0
2025-04-28,GLD,C,beta_gate_fail,1.0
2025-04-29,GLD,C,beta_gate_fail,1.0
2025-04-30,GLD,C,beta_gate_fail,1.0
2025-05-01,GLD,C,beta_gate_fail,1.0
2025-05-02,GLD,C,beta_gate_fail,1.0
2025-05-05,GLD,C,beta_gate_fail,1.0
2025-05-06,GLD,C,beta_gate_fail,1.0
2025-05-07,GLD,C,beta_gate_fail,1.0
2025-05-08,GLD,C,beta_gate_fail,1.0
2025-05-09,GLD,C,beta_gate_fail,1.0
2025-05-12,GLD,C,beta_gate_fail,1.0
2025-05-13,GLD,C,beta_gate_fail,1.0
2025-05-14,GLD,C,beta_gate_fail,1.0
2025-05-15,GLD,C,beta_gate_fail,1.0
2025-05-16,GLD,C,beta_gate_fail,1.0
2025-05-19,GLD,C,beta_gate_fail,1.0
2025-05-20,GLD,C,beta_gate_fail,1.0
2025-05-21,GLD,C,beta_gate_fail,1.0
2025-05-22,GLD,C,beta_gate_fail,1.0
2025-05-23,GLD,C,beta_gate_fail,1.0
2025-05-27,GLD,C,beta_gate_fail,1.0
2025-05-28,GLD,C,beta_gate_fail,1.0
2025-05-29,GLD,C,beta_gate_fail,1.0
2025-05-30,GLD,C,beta_gate_fail,1.0
2025-06-02,GLD,C,beta_gate_fail,1.0
2025-06-03,GLD,C,beta_gate_fail,1.0
2025-06-04,GLD,C,beta_gate_fail,1.0
2025-06-05,GLD,C,beta_gate_fail,1.0
2025-06-06,GLD,C,beta_gate_fail,1.0
2025-06-09,GLD,C,beta_gate_fail,1.0
2025-06-10,GLD,C,beta_gate_fail,1.0
2025-06-11,GLD,C,beta_gate_fail,1.0
2025-06-12,GLD,C,beta_gate_fail,1.0
2025-06-13,GLD,C,beta_gate_fail,1.0
2025-06-16,GLD,C,beta_gate_fail,1.0
2025-06-17,GLD,C,beta_gate_fail,1.0
