ts,symbol,combo,event,beta_60
2023-05-04,PG,C,beta_gate_fail,1.0
2023-05-05,PG,C,beta_gate_fail,1.0
2023-05-08,PG,C,beta_gate_fail,1.0
2023-05-09,PG,C,beta_gate_fail,1.0
2023-05-10,PG,C,beta_gate_fail,1.0
2023-05-11,PG,C,beta_gate_fail,1.0
2023-05-12,PG,C,beta_gate_fail,1.0
2023-05-15,PG,C,beta_gate_fail,1.0
2023-05-16,PG,C,beta_gate_fail,1.0
2023-05-17,PG,C,beta_gate_fail,1.0
2023-05-18,PG,C,beta_gate_fail,1.0
2023-05-19,PG,C,beta_gate_fail,1.0
2023-05-22,PG,C,beta_gate_fail,1.0
2023-05-23,PG,C,beta_gate_fail,1.0
2023-05-24,PG,C,beta_gate_fail,1.0
2023-05-25,PG,C,beta_gate_fail,1.0
2023-05-26,PG,C,beta_gate_fail,1.0
2023-05-30,PG,C,beta_gate_fail,1.0
2023-05-31,PG,C,beta_gate_fail,1.0
2023-06-01,PG,C,beta_gate_fail,1.0
2023-06-02,PG,C,beta_gate_fail,1.0
2023-06-05,PG,C,beta_gate_fail,1.0
2023-06-06,PG,C,beta_gate_fail,1.0
2023-06-07,PG,C,beta_gate_fail,1.0
2023-06-08,PG,C,beta_gate_fail,1.0
2023-06-09,PG,C,beta_gate_fail,1.0
2023-06-12,PG,C,beta_gate_fail,1.0
2023-06-13,PG,C,beta_gate_fail,1.0
2023-06-14,PG,C,beta_gate_fail,1.0
2023-06-15,PG,C,beta_gate_fail,1.0
2023-06-16,PG,C,beta_gate_fail,1.0
2023-06-20,PG,C,beta_gate_fail,1.0
2023-06-21,PG,C,beta_gate_fail,1.0
2023-06-22,PG,C,beta_gate_fail,1.0
2023-06-23,PG,C,beta_gate_fail,1.0
2023-06-26,PG,C,beta_gate_fail,1.0
2023-06-27,PG,C,beta_gate_fail,1.0
2023-06-28,PG,C,beta_gate_fail,1.0
2023-06-29,PG,C,beta_gate_fail,1.0
2023-06-30,PG,C,beta_gate_fail,1.0
2023-07-03,PG,C,beta_gate_fail,1.0
2023-07-05,PG,C,beta_gate_fail,1.0
2023-07-06,PG,C,beta_gate_fail,1.0
2023-07-07,PG,C,beta_gate_fail,1.0
2023-07-10,PG,C,beta_gate_fail,1.0
2023-07-11,PG,C,beta_gate_fail,1.0
2023-07-12,PG,C,beta_gate_fail,1.0
2023-07-13,PG,C,beta_gate_fail,1.0
2023-07-14,PG,C,beta_gate_fail,1.0
2023-07-17,PG,C,beta_gate_fail,1.0
2023-07-18,PG,C,beta_gate_fail,1.0
2023-07-19,PG,C,beta_gate_fail,1.0
2023-07-20,PG,C,beta_gate_fail,1.0
2023-04-26,TLT,C,beta_gate_fail,1.0
2023-04-27,TLT,C,beta_gate_fail,1.0
2023-04-28,TLT,C,beta_gate_fail,1.0
2023-05-01,TLT,C,beta_gate_fail,1.0
2023-05-02,TLT,C,beta_gate_fail,1.0
2023-05-03,TLT,C,beta_gate_fail,1.0
2023-05-04,TLT,C,beta_gate_fail,1.0
2023-05-05,TLT,C,beta_gate_fail,1.0
2023-05-08,TLT,C,beta_gate_fail,1.0
2023-05-09,TLT,C,beta_gate_fail,1.0
2023-05-10,TLT,C,beta_gate_fail,1.0
2023-05-11,TLT,C,beta_gate_fail,1.0
2023-05-12,TLT,C,beta_gate_fail,1.0
2023-05-15,TLT,C,beta_gate_fail,1.0
2023-05-16,TLT,C,beta_gate_fail,1.0
2023-05-17,TLT,C,beta_gate_fail,1.0
2023-05-18,TLT,C,beta_gate_fail,1.0
2023-05-19,TLT,C,beta_gate_fail,1.0
2023-05-22,TLT,C,beta_gate_fail,1.0
2023-05-23,TLT,C,beta_gate_fail,1.0
2023-05-24,TLT,C,beta_gate_fail,1.0
2023-05-25,TLT,C,beta_gate_fail,1.0
2023-05-26,TLT,C,beta_gate_fail,1.0
2023-05-30,TLT,C,beta_gate_fail,1.0
2023-05-31,TLT,C,beta_gate_fail,1.0
2023-06-01,TLT,C,beta_gate_fail,1.0
2023-06-02,TLT,C,beta_gate_fail,1.0
2023-06-05,TLT,C,beta_gate_fail,1.0
2023-06-06,TLT,C,beta_gate_fail,1.0
2023-06-07,TLT,C,beta_gate_fail,1.0
2023-06-08,TLT,C,beta_gate_fail,1.0
2023-06-09,TLT,C,beta_gate_fail,1.0
2023-06-12,TLT,C,beta_gate_fail,1.0
2023-06-13,TLT,C,beta_gate_fail,1.0
2023-06-14,TLT,C,beta_gate_fail,1.0
2023-06-15,TLT,C,beta_gate_fail,1.0
2023-06-16,TLT,C,beta_gate_fail,1.0
2023-06-20,TLT,C,beta_gate_fail,1.0
2023-06-21,TLT,C,beta_gate_fail,1.0
2023-06-22,TLT,C,beta_gate_fail,1.0
2023-06-23,TLT,C,beta_gate_fail,1.0
2023-06-26,TLT,C,beta_gate_fail,1.0
2023-06-27,TLT,C,beta_gate_fail,1.0
2023-06-28,TLT,C,beta_gate_fail,1.0
2023-06-29,TLT,C,beta_gate_fail,1.0
2023-06-30,TLT,C,beta_gate_fail,1.0
2023-07-03,TLT,C,beta_gate_fail,1.0
2023-07-05,TLT,C,beta_gate_fail,1.0
2023-07-06,TLT,C,beta_gate_fail,1.0
2023-07-07,TLT,C,beta_gate_fail,1.0
2023-07-10,TLT,C,beta_gate_fail,1.0
2023-07-11,TLT,C,beta_gate_fail,1.0
2023-07-12,TLT,C,beta_gate_fail,1.0
2023-07-13,TLT,C,beta_gate_fail,1.0
2023-07-14,TLT,C,beta_gate_fail,1.0
2023-07-17,TLT,C,beta_gate_fail,1.0
2023-07-18,TLT,C,beta_gate_fail,1.0
2023-07-19,TLT,C,beta_gate_fail,1.0
2023-07-20,TLT,C,beta_gate_fail,1.0
2023-04-26,USMV,C,beta_gate_fail,1.0
2023-04-27,USMV,C,beta_gate_fail,1.0
2023-04-28,USMV,C,beta_gate_fail,1.0
2023-05-01,USMV,C,beta_gate_fail,1.0
2023-05-02,USMV,C,beta_gate_fail,1.0
2023-05-03,USMV,C,beta_gate_fail,1.0
2023-05-04,USMV,C,beta_gate_fail,1.0
2023-05-05,USMV,C,beta_gate_fail,1.0
2023-05-08,USMV,C,beta_gate_fail,1.0
2023-05-09,USMV,C,beta_gate_fail,1.0
2023-05-10,USMV,C,beta_gate_fail,1.0
2023-05-11,USMV,C,beta_gate_fail,1.0
2023-05-12,USMV,C,beta_gate_fail,1.0
2023-05-15,USMV,C,beta_gate_fail,1.0
2023-05-16,USMV,C,beta_gate_fail,1.0
2023-05-17,USMV,C,beta_gate_fail,1.0
2023-05-18,USMV,C,beta_gate_fail,1.0
2023-05-19,USMV,C,beta_gate_fail,1.0
2023-05-22,USMV,C,beta_gate_fail,1.0
2023-05-23,USMV,C,beta_gate_fail,1.0
2023-05-24,USMV,C,beta_gate_fail,1.0
2023-05-25,USMV,C,beta_gate_fail,1.0
2023-05-26,USMV,C,beta_gate_fail,1.0
2023-05-30,USMV,C,beta_gate_fail,1.0
2023-05-31,USMV,C,beta_gate_fail,1.0
2023-06-01,USMV,C,beta_gate_fail,1.0
2023-06-02,USMV,C,beta_gate_fail,1.0
2023-06-05,USMV,C,beta_gate_fail,1.0
2023-06-06,USMV,C,beta_gate_fail,1.0
2023-06-07,USMV,C,beta_gate_fail,1.0
2023-06-08,USMV,C,beta_gate_fail,1.0
2023-06-09,USMV,C,beta_gate_fail,1.0
2023-06-12,USMV,C,beta_gate_fail,1.0
2023-06-13,USMV,C,beta_gate_fail,1.0
2023-06-14,USMV,C,beta_gate_fail,1.0
2023-06-15,USMV,C,beta_gate_fail,1.0
2023-06-16,USMV,C,beta_gate_fail,1.0
2023-06-20,USMV,C,beta_gate_fail,1.0
2023-06-21,USMV,C,beta_gate_fail,1.0
2023-06-22,USMV,C,beta_gate_fail,1.0
2023-06-23,USMV,C,beta_gate_fail,1.0
2023-06-26,USMV,C,beta_gate_fail,1.0
2023-06-27,USMV,C,beta_gate_fail,1.0
2023-06-28,USMV,C,beta_gate_fail,1.0
2023-06-29,USMV,C,beta_gate_fail,1.0
2023-06-30,USMV,C,beta_gate_fail,1.0
2023-07-03,USMV,C,beta_gate_fail,1.0
2023-07-05,USMV,C,beta_gate_fail,1.0
2023-07-06,USMV,C,beta_gate_fail,1.0
2023-07-07,USMV,C,beta_gate_fail,1.0
2023-07-10,USMV,C,beta_gate_fail,1.0
2023-07-11,USMV,C,beta_gate_fail,1.0
2023-07-12,USMV,C,beta_gate_fail,1.0
2023-07-13,USMV,C,beta_gate_fail,1.0
2023-07-14,USMV,C,beta_gate_fail,1.0
2023-07-17,USMV,C,beta_gate_fail,1.0
2023-07-18,USMV,C,beta_gate_fail,1.0
2023-07-19,USMV,C,beta_gate_fail,1.0
2023-07-20,USMV,C,beta_gate_fail,1.0
2023-04-26,VYM,C,beta_gate_fail,1.0
2023-04-27,VYM,C,beta_gate_fail,1.0
2023-04-28,VYM,C,beta_gate_fail,1.0
2023-05-01,VYM,C,beta_gate_fail,1.0
2023-05-02,VYM,C,beta_gate_fail,1.0
2023-05-03,VYM,C,beta_gate_fail,1.0
2023-05-04,VYM,C,beta_gate_fail,1.0
2023-05-05,VYM,C,beta_gate_fail,1.0
2023-05-08,VYM,C,beta_gate_fail,1.0
2023-05-09,VYM,C,beta_gate_fail,1.0
2023-05-10,VYM,C,beta_gate_fail,1.0
2023-05-11,VYM,C,beta_gate_fail,1.0
2023-05-12,VYM,C,beta_gate_fail,1.0
2023-05-15,VYM,C,beta_gate_fail,1.0
2023-05-16,VYM,C,beta_gate_fail,1.0
2023-05-17,VYM,C,beta_gate_fail,1.0
2023-05-18,VYM,C,beta_gate_fail,1.0
2023-05-19,VYM,C,beta_gate_fail,1.0
2023-05-22,VYM,C,beta_gate_fail,1.0
2023-05-23,VYM,C,beta_gate_fail,1.0
2023-05-24,VYM,C,beta_gate_fail,1.0
2023-05-25,VYM,C,beta_gate_fail,1.0
2023-05-26,VYM,C,beta_gate_fail,1.0
2023-05-30,VYM,C,beta_gate_fail,1.0
2023-05-31,VYM,C,beta_gate_fail,1.0
2023-06-01,VYM,C,beta_gate_fail,1.0
2023-06-02,VYM,C,beta_gate_fail,1.0
2023-06-05,VYM,C,beta_gate_fail,1.0
2023-06-06,VYM,C,beta_gate_fail,1.0
2023-06-07,VYM,C,beta_gate_fail,1.0
2023-06-08,VYM,C,beta_gate_fail,1.0
2023-06-09,VYM,C,beta_gate_fail,1.0
2023-06-12,VYM,C,beta_gate_fail,1.0
2023-06-13,VYM,C,beta_gate_fail,1.0
2023-06-14,VYM,C,beta_gate_fail,1.0
2023-06-15,VYM,C,beta_gate_fail,1.0
2023-06-16,VYM,C,beta_gate_fail,1.0
2023-06-20,VYM,C,beta_gate_fail,1.0
2023-06-21,VYM,C,beta_gate_fail,1.0
2023-06-22,VYM,C,beta_gate_fail,1.0
2023-06-23,VYM,C,beta_gate_fail,1.0
2023-06-26,VYM,C,beta_gate_fail,1.0
2023-06-27,VYM,C,beta_gate_fail,1.0
2023-06-28,VYM,C,beta_gate_fail,1.0
2023-06-29,VYM,C,beta_gate_fail,1.0
2023-06-30,VYM,C,beta_gate_fail,1.0
2023-07-03,VYM,C,beta_gate_fail,1.0
2023-07-05,VYM,C,beta_gate_fail,1.0
2023-07-06,VYM,C,beta_gate_fail,1.0
2023-07-07,VYM,C,beta_gate_fail,1.0
2023-07-10,VYM,C,beta_gate_fail,1.0
2023-07-11,VYM,C,beta_gate_fail,1.0
2023-07-12,VYM,C,beta_gate_fail,1.0
2023-07-13,VYM,C,beta_gate_fail,1.0
2023-07-14,VYM,C,beta_gate_fail,1.0
2023-07-17,VYM,C,beta_gate_fail,1.0
2023-07-18,VYM,C,beta_gate_fail,1.0
2023-07-19,VYM,C,beta_gate_fail,1.0
2023-07-20,VYM,C,beta_gate_fail,1.0
2023-04-26,WMT,C,beta_gate_fail,1.0
2023-04-27,WMT,C,beta_gate_fail,1.0
2023-04-28,WMT,C,beta_gate_fail,1.0
2023-05-01,WMT,C,beta_gate_fail,1.0
2023-05-02,WMT,C,beta_gate_fail,1.0
2023-05-03,WMT,C,beta_gate_fail,1.0
2023-05-04,WMT,C,beta_gate_fail,1.0
2023-05-05,WMT,C,beta_gate_fail,1.0
2023-05-08,WMT,C,beta_gate_fail,1.0
2023-05-09,WMT,C,beta_gate_fail,1.0
2023-05-10,WMT,C,beta_gate_fail,1.0
2023-05-11,WMT,C,beta_gate_fail,1.0
2023-05-12,WMT,C,beta_gate_fail,1.0
2023-05-15,WMT,C,beta_gate_fail,1.0
2023-05-16,WMT,C,beta_gate_fail,1.0
2023-05-17,WMT,C,beta_gate_fail,1.0
2023-05-18,WMT,C,beta_gate_fail,1.0
2023-05-19,WMT,C,beta_gate_fail,1.0
2023-05-22,WMT,C,beta_gate_fail,1.0
2023-05-23,WMT,C,beta_gate_fail,1.0
2023-05-24,WMT,C,beta_gate_fail,1.0
2023-05-25,WMT,C,beta_gate_fail,1.0
2023-05-26,WMT,C,beta_gate_fail,1.0
2023-05-30,WMT,C,beta_gate_fail,1.0
2023-05-31,WMT,C,beta_gate_fail,1.0
2023-06-01,WMT,C,beta_gate_fail,1.0
2023-06-02,WMT,C,beta_gate_fail,1.0
2023-06-05,WMT,C,beta_gate_fail,1.0
2023-06-06,WMT,C,beta_gate_fail,1.0
2023-06-07,WMT,C,beta_gate_fail,1.0
2023-06-08,WMT,C,beta_gate_fail,1.0
2023-06-09,WMT,C,beta_gate_fail,1.0
2023-06-12,WMT,C,beta_gate_fail,1.0
2023-06-13,WMT,C,beta_gate_fail,1.0
2023-06-14,WMT,C,beta_gate_fail,1.0
2023-06-15,WMT,C,beta_gate_fail,1.0
2023-06-16,WMT,C,beta_gate_fail,1.0
2023-06-20,WMT,C,beta_gate_fail,1.0
2023-06-21,WMT,C,beta_gate_fail,1.0
2023-06-22,WMT,C,beta_gate_fail,1.0
2023-06-23,WMT,C,beta_gate_fail,1.0
2023-06-26,WMT,C,beta_gate_fail,1.0
2023-06-27,WMT,C,beta_gate_fail,1.0
2023-06-28,WMT,C,beta_gate_fail,1.0
2023-06-29,WMT,C,beta_gate_fail,1.0
2023-06-30,WMT,C,beta_gate_fail,1.0
2023-07-03,WMT,C,beta_gate_fail,1.0
2023-07-05,WMT,C,beta_gate_fail,1.0
2023-07-06,WMT,C,beta_gate_fail,1.0
2023-07-07,WMT,C,beta_gate_fail,1.0
2023-07-10,WMT,C,beta_gate_fail,1.0
2023-07-11,WMT,C,beta_gate_fail,1.0
2023-07-12,WMT,C,beta_gate_fail,1.0
2023-07-13,WMT,C,beta_gate_fail,1.0
2023-07-14,WMT,C,beta_gate_fail,1.0
2023-07-17,WMT,C,beta_gate_fail,1.0
2023-07-18,WMT,C,beta_gate_fail,1.0
2023-07-19,WMT,C,beta_gate_fail,1.0
2023-07-20,WMT,C,beta_gate_fail,1.0
2023-04-26,XLP,C,beta_gate_fail,1.0
2023-04-27,XLP,C,beta_gate_fail,1.0
2023-04-28,XLP,C,beta_gate_fail,1.0
2023-05-01,XLP,C,beta_gate_fail,1.0
2023-05-02,XLP,C,beta_gate_fail,1.0
2023-05-03,XLP,C,beta_gate_fail,1.0
2023-05-04,XLP,C,beta_gate_fail,1.0
2023-05-05,XLP,C,beta_gate_fail,1.0
2023-05-08,XLP,C,beta_gate_fail,1.0
2023-05-09,XLP,C,beta_gate_fail,1.0
2023-05-10,XLP,C,beta_gate_fail,1.0
2023-05-11,XLP,C,beta_gate_fail,1.0
2023-05-12,XLP,C,beta_gate_fail,1.0
2023-05-15,XLP,C,beta_gate_fail,1.0
2023-05-16,XLP,C,beta_gate_fail,1.0
2023-05-17,XLP,C,beta_gate_fail,1.0
2023-05-18,XLP,C,beta_gate_fail,1.0
2023-05-19,XLP,C,beta_gate_fail,1.0
2023-05-22,XLP,C,beta_gate_fail,1.0
2023-05-23,XLP,C,beta_gate_fail,1.0
2023-05-24,XLP,C,beta_gate_fail,1.0
2023-05-25,XLP,C,beta_gate_fail,1.0
2023-05-26,XLP,C,beta_gate_fail,1.0
2023-05-30,XLP,C,beta_gate_fail,1.0
2023-05-31,XLP,C,beta_gate_fail,1.0
2023-06-01,XLP,C,beta_gate_fail,1.0
2023-06-02,XLP,C,beta_gate_fail,1.0
2023-06-05,XLP,C,beta_gate_fail,1.0
2023-06-06,XLP,C,beta_gate_fail,1.0
2023-06-07,XLP,C,beta_gate_fail,1.0
2023-06-08,XLP,C,beta_gate_fail,1.0
2023-06-09,XLP,C,beta_gate_fail,1.0
2023-06-12,XLP,C,beta_gate_fail,1.0
2023-06-13,XLP,C,beta_gate_fail,1.0
2023-06-14,XLP,C,beta_gate_fail,1.0
2023-06-15,XLP,C,beta_gate_fail,1.0
2023-06-16,XLP,C,beta_gate_fail,1.0
2023-06-20,XLP,C,beta_gate_fail,1.0
2023-06-21,XLP,C,beta_gate_fail,1.0
2023-06-22,XLP,C,beta_gate_fail,1.0
2023-06-23,XLP,C,beta_gate_fail,1.0
2023-06-26,XLP,C,beta_gate_fail,1.0
2023-06-27,XLP,C,beta_gate_fail,1.0
2023-06-28,XLP,C,beta_gate_fail,1.0
2023-06-29,XLP,C,beta_gate_fail,1.0
2023-06-30,XLP,C,beta_gate_fail,1.0
2023-07-03,XLP,C,beta_gate_fail,1.0
2023-07-05,XLP,C,beta_gate_fail,1.0
2023-07-06,XLP,C,beta_gate_fail,1.0
2023-07-07,XLP,C,beta_gate_fail,1.0
2023-07-10,XLP,C,beta_gate_fail,1.0
2023-07-11,XLP,C,beta_gate_fail,1.0
2023-07-12,XLP,C,beta_gate_fail,1.0
2023-07-13,XLP,C,beta_gate_fail,1.0
2023-07-14,XLP,C,beta_gate_fail,1.0
2023-07-17,XLP,C,beta_gate_fail,1.0
2023-07-18,XLP,C,beta_gate_fail,1.0
2023-07-19,XLP,C,beta_gate_fail,1.0
2023-07-20,XLP,C,beta_gate_fail,1.0
2023-04-26,XLU,C,beta_gate_fail,1.0
2023-04-27,XLU,C,beta_gate_fail,1.0
2023-04-28,XLU,C,beta_gate_fail,1.0
2023-05-01,XLU,C,beta_gate_fail,1.0
2023-05-02,XLU,C,beta_gate_fail,1.0
2023-05-03,XLU,C,beta_gate_fail,1.0
2023-05-04,XLU,C,beta_gate_fail,1.0
2023-05-05,XLU,C,beta_gate_fail,1.0
