ts,symbol,combo,event,beta_60
2023-05-08,XLU,C,beta_gate_fail,1.0
2023-05-09,XLU,C,beta_gate_fail,1.0
2023-05-10,XLU,C,beta_gate_fail,1.0
2023-05-11,XLU,C,beta_gate_fail,1.0
2023-05-12,XLU,C,beta_gate_fail,1.0
2023-05-15,XLU,C,beta_gate_fail,1.0
2023-05-16,XLU,C,beta_gate_fail,1.0
2023-05-17,XLU,C,beta_gate_fail,1.0
2023-05-18,XLU,C,beta_gate_fail,1.0
2023-05-19,XLU,C,beta_gate_fail,1.0
2023-05-22,XLU,C,beta_gate_fail,1.0
2023-05-23,XLU,C,beta_gate_fail,1.0
2023-05-24,XLU,C,beta_gate_fail,1.0
2023-05-25,XLU,C,beta_gate_fail,1.0
2023-05-26,XLU,C,beta_gate_fail,1.0
2023-05-30,XLU,C,beta_gate_fail,1.0
2023-05-31,XLU,C,beta_gate_fail,1.0
2023-06-01,XLU,C,beta_gate_fail,1.0
2023-06-02,XLU,C,beta_gate_fail,1.0
2023-06-05,XLU,C,beta_gate_fail,1.0
2023-06-06,XLU,C,beta_gate_fail,1.0
2023-06-07,XLU,C,beta_gate_fail,1.0
2023-06-08,XLU,C,beta_gate_fail,1.0
2023-06-09,XLU,C,beta_gate_fail,1.0
2023-06-12,XLU,C,beta_gate_fail,1.0
2023-06-13,XLU,C,beta_gate_fail,1.0
2023-06-14,XLU,C,beta_gate_fail,1.0
2023-06-15,XLU,C,beta_gate_fail,1.0
2023-06-16,XLU,C,beta_gate_fail,1.0
2023-06-20,XLU,C,beta_gate_fail,1.0
2023-06-21,XLU,C,beta_gate_fail,1.0
2023-06-22,XLU,C,beta_gate_fail,1.0
2023-06-23,XLU,C,beta_gate_fail,1.0
2023-06-26,XLU,C,beta_gate_fail,1.0
2023-06-27,XLU,C,beta_gate_fail,1.0
2023-06-28,XLU,C,beta_gate_fail,1.0
2023-06-29,XLU,C,beta_gate_fail,1.0
2023-06-30,XLU,C,beta_gate_fail,1.0
2023-07-03,XLU,C,beta_gate_fail,1.0
2023-07-05,XLU,C,beta_gate_fail,1.0
2023-07-06,XLU,C,beta_gate_fail,1.0
2023-07-07,XLU,C,beta_gate_fail,1.0
2023-07-10,XLU,C,beta_gate_fail,1.0
2023-07-11,XLU,C,beta_gate_fail,1.0
2023-07-12,XLU,C,beta_gate_fail,1.0
2023-07-13,XLU,C,beta_gate_fail,1.0
2023-07-14,XLU,C,beta_gate_fail,1.0
2023-07-17,XLU,C,beta_gate_fail,1.0
2023-07-18,XLU,C,beta_gate_fail,1.0
2023-07-19,XLU,C,beta_gate_fail,1.0
2023-07-20,XLU,C,beta_gate_fail,1.0
2023-04-26,XLV,C,beta_gate_fail,1.0
2023-04-27,XLV,C,beta_gate_fail,1.0
2023-04-28,XLV,C,beta_gate_fail,1.0
2023-05-01,XLV,C,beta_gate_fail,1.0
2023-05-02,XLV,C,beta_gate_fail,1.0
2023-05-03,XLV,C,beta_gate_fail,1.0
2023-05-04,XLV,C,beta_gate_fail,1.0
2023-05-05,XLV,C,beta_gate_fail,1.0
2023-05-08,XLV,C,beta_gate_fail,1.0
2023-05-09,XLV,C,beta_gate_fail,1.0
2023-05-10,XLV,C,beta_gate_fail,1.0
2023-05-11,XLV,C,beta_gate_fail,1.0
2023-05-12,XLV,C,beta_gate_fail,1.0
2023-05-15,XLV,C,beta_gate_fail,1.0
2023-05-16,XLV,C,beta_gate_fail,1.0
2023-05-17,XLV,C,beta_gate_fail,1.0
2023-05-18,XLV,C,beta_gate_fail,1.0
2023-05-19,XLV,C,beta_gate_fail,1.0
2023-05-22,XLV,C,beta_gate_fail,1.0
2023-05-23,XLV,C,beta_gate_fail,1.0
2023-05-24,XLV,C,beta_gate_fail,1.0
2023-05-25,XLV,C,beta_gate_fail,1.0
2023-05-26,XLV,C,beta_gate_fail,1.0
2023-05-30,XLV,C,beta_gate_fail,1.0
2023-05-31,XLV,C,beta_gate_fail,1.0
2023-06-01,XLV,C,beta_gate_fail,1.0
2023-06-02,XLV,C,beta_gate_fail,1.0
2023-06-05,XLV,C,beta_gate_fail,1.0
2023-06-06,XLV,C,beta_gate_fail,1.0
2023-06-07,XLV,C,beta_gate_fail,1.0
2023-06-08,XLV,C,beta_gate_fail,1.0
2023-06-09,XLV,C,beta_gate_fail,1.0
2023-06-12,XLV,C,beta_gate_fail,1.0
2023-06-13,XLV,C,beta_gate_fail,1.0
2023-06-14,XLV,C,beta_gate_fail,1.0
2023-06-15,XLV,C,beta_gate_fail,1.0
2023-06-16,XLV,C,beta_gate_fail,1.0
2023-06-20,XLV,C,beta_gate_fail,1.0
2023-06-21,XLV,C,beta_gate_fail,1.0
2023-06-22,XLV,C,beta_gate_fail,1.0
2023-06-23,XLV,C,beta_gate_fail,1.0
2023-06-26,XLV,C,beta_gate_fail,1.0
2023-06-27,XLV,C,beta_gate_fail,1.0
2023-06-28,XLV,C,beta_gate_fail,1.0
2023-06-29,XLV,C,beta_gate_fail,1.0
2023-06-30,XLV,C,beta_gate_fail,1.0
2023-07-03,XLV,C,beta_gate_fail,1.0
2023-07-05,XLV,C,beta_gate_fail,1.0
2023-07-06,XLV,C,beta_gate_fail,1.0
2023-07-07,XLV,C,beta_gate_fail,1.0
2023-07-10,XLV,C,beta_gate_fail,1.0
2023-07-11,XLV,C,beta_gate_fail,1.0
2023-07-12,XLV,C,beta_gate_fail,1.0
2023-07-13,XLV,C,beta_gate_fail,1.0
2023-07-14,XLV,C,beta_gate_fail,1.0
2023-07-17,XLV,C,beta_gate_fail,1.0
2023-07-18,XLV,C,beta_gate_fail,1.0
2023-07-19,XLV,C,beta_gate_fail,1.0
2023-07-20,XLV,C,beta_gate_fail,1.0
