trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
1,NVDA,A,LONG,2023-10-11,46.8,1.3915555702993763,2023-10-12,46.80339,66.7687,45.4118,125.0,12499.0,2023-10-13,45.3891,SL,2,-94.4284,1.0,-95.4284,-0.007635,False,all
2,NVDA,A,LONG,2023-11-10,48.34,1.5125367216936145,2023-11-13,48.40419,64.0625,46.8917,124.04,12402.57,2023-11-30,46.8682,SL,13,-98.3989,1.0,-99.3989,-0.008014,False,all
3,NVDA,A,LONG,2024-01-08,52.25,1.355208924903934,2024-01-09,52.40619,58.6914,51.051,123.03,12302.17,2024-01-18,56.4436,TP,7,236.9602,1.0,235.9602,0.01918,True,all
4,NVDA,A,LONG,2024-01-19,59.49,1.5420805474637709,2024-01-22,60.08002499999999,52.1726,58.5379,125.38,12537.13,2024-02-02,64.6739,TP,10,239.6753,1.0,238.6753,0.019037,True,all
5,NVDA,A,LONG,2024-02-05,69.31,1.8583238841572163,2024-02-06,69.704835,45.8211,67.8465,127.76,12774.81,2024-02-06,67.8126,SL,1,-86.7048,1.0,-87.7048,-0.006865,False,all
6,NVDA,A,LONG,2024-02-07,70.1,2.0169221246049465,2024-02-08,70.11504,45.2367,68.0981,126.87,12686.1,2024-02-20,68.0641,SL,8,-92.7793,1.0,-93.7793,-0.007392,False,all
7,NVDA,A,LONG,2024-02-22,78.53,3.0201127471991827,2024-02-23,80.84039999999999,38.9419,77.8203,125.92,12591.32,2024-02-23,77.7814,SL,1,-119.1242,1.0,-120.1242,-0.00954,False,all
8,NVDA,A,LONG,2024-03-04,85.25,3.0784099114051333,2024-03-05,85.31263499999999,36.5456,82.2342,124.71,12470.2,2024-03-25,94.5006,TP,15,335.7792,1.0,334.7792,0.026846,True,all
9,NVDA,A,LONG,2024-05-06,92.14,3.885972407934035,2024-05-07,91.095525,32.9518,87.2096,128.05,12803.98,2024-05-23,102.7021,TP,13,382.4564,1.0,381.4564,0.029792,True,all
10,NVDA,A,LONG,2024-05-24,106.47,3.6809165301701627,2024-05-28,110.29511999999998,29.8867,106.6142,131.85,13184.44,2024-06-05,121.2772,TP,7,328.2183,1.0,327.2183,0.024819,True,all
11,NVDA,A,LONG,2024-06-13,129.37,4.660877752530073,2024-06-14,129.96495,25.991,125.3041,135.12,13510.65,2024-06-21,125.2414,SL,5,-122.7691,1.0,-123.7691,-0.009161,False,all
12,NVDA,A,LONG,2024-08-19,130.0,6.897995871189206,2024-08-20,128.4642,19.4069,121.5662,133.87,13385.88,2024-08-29,121.5054,SL,8,-135.0485,1.0,-136.0485,-0.010164,False,all
13,NVDA,A,LONG,2024-10-10,134.81,4.940296971941987,2024-10-11,134.097015,24.702,129.1567,132.5,13248.84,2024-10-15,129.0921,SL,3,-123.6302,1.0,-124.6302,-0.009407,False,all
14,NVDA,A,LONG,2024-10-21,143.68,4.93470110991615,2024-10-22,142.99146,22.9458,138.0568,131.24,13123.21,2024-10-23,137.9877,SL,2,-114.8145,1.0,-115.8145,-0.008825,False,all
15,NVDA,A,LONG,2024-11-06,145.5,4.682669257472047,2024-11-07,146.46319499999998,22.2025,141.7805,130.07,13006.39,2024-11-15,141.7096,SL,7,-105.5409,1.0,-106.5409,-0.008191,False,all
16,NVDA,A,LONG,2025-05-07,117.015,5.555551638184812,2025-05-08,118.54924499999998,23.2197,112.9937,129.0,12898.85,2025-05-14,135.1483,TP,5,385.4257,1.0,384.4257,0.029803,True,all
17,NVDA,A,LONG,2025-05-29,139.18,4.876090991977922,2025-05-30,138.7843575,23.9279,133.9083,132.83,13282.28,2025-05-30,133.8413,SL,1,-118.2767,1.0,-119.2767,-0.00898,False,all
18,NVDA,A,LONG,2025-06-12,145.0,4.235188997823393,2025-06-13,142.55123999999998,23.0847,138.3161,131.63,13162.0,2025-06-27,155.1792,TP,10,291.5119,1.0,290.5119,0.022072,True,all
19,NVDA,A,LONG,2025-07-03,159.21,4.005629418411165,2025-07-07,158.269095,21.2494,154.2635,134.53,13451.51,2025-07-15,170.2008,TP,7,253.5428,1.0,252.5428,0.018774,True,all
20,NVDA,A,LONG,2025-07-17,173.085,3.9232812742933745,2025-07-18,173.8118625,19.711,169.8886,137.04,13703.05,2025-07-22,169.8036,SL,3,-79.0063,1.0,-80.0063,-0.005839,False,all
21,NVDA,A,LONG,2025-07-28,176.695,3.7210262696113383,2025-07-29,178.0739925,19.1255,174.353,136.23,13622.05,2025-08-01,174.2658,SL,4,-72.8339,1.0,-73.8339,-0.00542,False,all
22,NVDA,A,LONG,2025-09-30,186.54,5.247731488076484,2025-10-01,185.2075575,18.2879,179.9598,135.48,13547.21,2025-10-14,179.8698,SL,10,-97.6154,1.0,-98.6154,-0.007279,False,all
23,NVDA,A,LONG,2025-10-28,201.05,5.786812320926765,2025-10-29,208.08398999999997,16.1577,202.2972,134.49,13447.6,2025-10-30,202.196,SL,2,-95.1357,1.0,-96.1357,-0.007149,False,all
1,AAPL,A,LONG,2023-09-01,189.48,3.1172648153538405,2023-09-05,188.364135,16.5902,185.2469,125.0,12499.0,2023-09-06,185.1542,SL,2,-53.2527,1.0,-54.2527,-0.004341,False,all
2,AAPL,A,LONG,2023-10-11,179.77,3.28983413120497,2023-10-12,180.11001,17.2738,176.8202,124.45,12443.75,2023-10-16,176.7318,SL,3,-58.3552,1.0,-59.3552,-0.00477,False,all
3,AAPL,A,LONG,2023-11-08,182.89,3.246059560483604,2023-11-09,183.021465,16.9166,179.7754,123.84,12383.39,2023-12-05,192.6633,TP,18,163.1063,1.0,162.1063,0.013091,True,all
4,AAPL,A,LONG,2023-12-08,195.69,2.7592561242765514,2023-12-11,193.19154749999998,16.2345,190.4323,125.45,12544.5,2024-01-02,190.3371,SL,15,-46.341,1.0,-47.341,-0.003774,False,all
5,AAPL,A,LONG,2024-05-03,183.36,4.186626938569652,2024-05-06,182.47118999999998,17.1221,178.2846,124.97,12496.16,2024-06-03,193.893,TIME,20,195.5654,1.0,194.5654,0.01557,True,all
6,AAPL,A,LONG,2024-06-05,195.87,2.9867140678693147,2024-06-06,195.81786,16.2022,192.8311,126.91,12689.72,2024-06-10,192.7347,SL,3,-49.9535,1.0,-50.9535,-0.004015,False,all
7,AAPL,A,LONG,2024-06-11,207.15,3.854486034267375,2024-06-12,207.48869249999998,15.2283,203.6342,126.39,12637.77,2024-07-02,218.9426,TP,14,174.4235,1.0,173.4235,0.013723,True,all
8,AAPL,A,LONG,2024-07-03,221.53,4.752212831411054,2024-07-05,221.8158525,14.439,217.0636,128.11,12810.19,2024-07-25,216.9551,SL,15,-70.1843,1.0,-71.1843,-0.005557,False,all
9,AAPL,A,LONG,2024-12-02,239.635,3.647377360126209,2024-12-03,240.01995,13.2687,236.3726,127.39,12738.01,2024-12-16,250.8366,TP,10,143.5229,1.0,142.5229,0.011189,True,all
10,AAPL,A,LONG,2024-12-17,253.5,3.546983100687244,2024-12-18,252.34610999999998,12.7608,248.7991,128.81,12879.53,2024-12-18,248.6747,SL,1,-46.8497,1.0,-47.8497,-0.003715,False,all
11,AAPL,A,LONG,2024-12-20,254.6,4.174433991330127,2024-12-23,254.96741999999998,12.5817,250.793,128.32,12830.68,2024-12-30,250.6676,SL,5,-54.0991,1.0,-55.0991,-0.004294,False,all
12,AAPL,A,LONG,2025-07-01,207.815,4.463780065181557,2025-07-02,209.09949749999998,15.2745,204.6357,127.76,12774.58,2025-07-30,208.8555,TIME,20,-3.7266,1.0,-4.7266,-0.00037,False,all
13,AAPL,A,LONG,2025-08-07,220.17,4.910342304818596,2025-08-08,221.00044499999998,14.4455,216.0901,127.7,12768.86,2025-09-03,235.6136,TP,18,211.0946,1.0,210.0946,0.016454,True,all
14,AAPL,A,LONG,2025-09-04,239.71,4.527709934062979,2025-09-05,240.1149975,13.5133,235.5873,129.79,12977.95,2025-09-09,235.4695,SL,3,-62.7759,1.0,-63.7759,-0.004914,False,all
15,AAPL,A,LONG,2025-09-19,245.32,4.784335089109954,2025-09-22,248.46417,12.994,243.6798,129.14,12913.17,2025-10-17,252.2138,TIME,20,48.7231,1.0,47.7231,0.003696,True,all
16,AAPL,A,LONG,2025-10-20,262.245,5.302655192860556,2025-10-21,262.17102,12.3592,256.8684,129.61,12959.9,2025-10-22,256.7399,SL,2,-67.1239,1.0,-68.1239,-0.005257,False,all
17,AAPL,A,LONG,2025-10-27,268.75,5.185498117456226,2025-10-28,269.34460499999994,11.9659,264.1591,128.92,12890.77,2025-11-24,275.7221,TIME,20,76.3119,1.0,75.3119,0.005842,True,all
18,AAPL,A,LONG,2025-12-01,283.17,5.497316419479762,2025-12-02,283.05145500000003,11.4521,277.5541,129.66,12965.09,2025-12-08,277.4154,SL,5,-64.5449,1.0,-65.5449,-0.005055,False,all
