trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
1,NVDA,B,LONG,2024-01-02,48.2,1.3501984953334498,2024-01-03,47.453714999999995,24.6877,45.4284,50.0,4999.0,2024-01-24,61.3593,TIME,15,343.2974,1.0,342.2974,0.068473,True,all
2,NVDA,B,SHORT,2026-02-02,185.66,5.361070727243512,2026-02-03,185.95697500000003,6.6421,193.9986,53.41,5340.3,2026-02-09,190.015,ST_FLIP,5,-26.9535,1.0,-27.9535,-0.005234,False,all
1,AAPL,B,SHORT,2023-10-31,170.73,3.1288115891024746,2023-11-01,170.88451500000002,7.3149,175.5777,50.0,4999.0,2023-11-02,175.6655,SL,2,-34.9725,1.0,-35.9725,-0.007196,False,all
2,AAPL,B,SHORT,2024-01-16,183.57,2.966383404366268,2024-01-17,181.20935000000003,6.8471,185.6589,49.63,4962.03,2024-01-18,185.7518,SL,2,-31.1023,1.0,-32.1023,-0.00647,False,all
3,AAPL,B,SHORT,2024-02-02,185.84,3.208454063053176,2024-02-05,188.14088250000003,6.5508,192.9536,49.3,4928.93,2024-02-26,181.2906,TIME,15,44.8751,1.0,43.8751,0.008902,True,all
4,AAPL,B,SHORT,2024-04-26,169.19,3.374206152846538,2024-04-29,173.31330000000003,7.1731,178.3746,49.73,4971.8,2024-04-29,173.5667,ST_FLIP,1,-1.818,1.0,-2.818,-0.000567,False,all
5,AAPL,B,SHORT,2024-11-11,224.26,4.171219903187955,2024-11-12,224.4627125,5.5343,230.7195,49.69,4967.98,2024-11-25,230.8349,SL,10,-35.2657,1.0,-36.2657,-0.0073,False,all
6,AAPL,B,SHORT,2025-01-16,228.24,4.421066935554637,2025-01-17,231.893995,5.3168,238.5256,49.32,4930.72,2025-01-28,238.6449,SL,7,-35.8928,1.0,-36.8928,-0.007482,False,all
1,MSFT,B,LONG,2024-05-23,427.12,7.341264966537627,2024-05-24,427.48363499999994,2.9241,416.4717,50.0,4999.0,2024-05-30,416.2635,SL,4,-32.8087,1.0,-33.8087,-0.006763,False,all
2,MSFT,B,SHORT,2024-10-07,409.47,7.204772304872018,2024-10-08,410.63457999999997,3.0229,421.4417,49.65,4964.19,2024-10-14,421.6525,SL,5,-33.3057,1.0,-34.3057,-0.006911,False,all
3,MSFT,B,SHORT,2025-09-02,505.18,8.88924901612802,2025-09-03,503.43815500000005,2.4481,516.772,49.3,4928.89,2025-09-16,517.0304,SL,10,-33.2753,1.0,-34.2753,-0.006954,False,all
4,MSFT,B,LONG,2025-10-02,515.91,7.41764578142881,2025-10-03,517.1484449999999,2.3662,506.022,48.95,4893.61,2025-10-23,520.3997,TIME,15,7.6929,1.0,6.6929,0.001368,True,all
1,QQQ,B,SHORT,2023-09-21,357.78,5.047159455820315,2023-09-22,359.430195,3.4777,367.0009,50.0,4999.0,2023-10-09,367.1844,SL,12,-26.9671,1.0,-27.9671,-0.005595,False,all
2,QQQ,B,SHORT,2023-10-24,359.09,5.840443345211595,2023-10-25,356.511655,3.4859,365.2723,49.71,4970.03,2023-11-02,363.6517,ST_FLIP,7,-24.8895,1.0,-25.8895,-0.005209,False,all
3,QQQ,B,SHORT,2024-01-04,396.34,4.50925352022273,2024-01-05,396.191805,3.1198,402.9557,49.44,4943.14,2024-01-08,403.1572,SL,2,-21.7305,1.0,-22.7305,-0.004598,False,all
4,QQQ,B,LONG,2024-01-19,421.24,4.696488176957622,2024-01-22,423.73175999999995,2.903,416.687,49.2,4919.41,2024-02-09,436.8115,TIME,15,37.9707,1.0,36.9707,0.007515,True,all
