trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
62,NVDA,A,SHORT,2024-09-18 09:45:00-04:00,115.92,0.7030386807798996,2024-09-18 10:15:00-04:00,115.0874275,10.7454,115.7905,49.47,4945.65,2024-09-18 12:45:00-04:00,115.2876,EMA21_TRAIL,11,-2.1511,1.0,-3.1511,-0.000637,False,all
63,NVDA,A,LONG,2024-09-26 10:45:00-04:00,122.96,0.9846721738248336,2024-09-26 11:15:00-04:00,123.8468925,9.977,122.8622,49.43,4941.5,2024-09-26 11:15:00-04:00,123.5182,EMA21_TRAIL,1,-3.2793,1.0,-4.2793,-0.000866,False,all
64,NVDA,A,LONG,2024-10-09 09:30:00-04:00,131.84,0.7709713999197216,2024-10-09 10:00:00-04:00,132.45619499999998,9.3186,131.6852,49.37,4936.22,2024-10-09 12:00:00-04:00,131.894,EMA21_TRAIL,9,-5.2387,1.0,-6.2387,-0.001264,False,all
65,NVDA,A,LONG,2024-10-11 15:45:00-04:00,134.77,0.34809438625400047,2024-10-14 09:45:00-04:00,137.64378749999997,8.9542,137.2957,49.3,4928.98,2024-10-14 09:45:00-04:00,138.9171,TP,1,11.4018,1.0,10.4018,0.00211,True,all
66,NVDA,A,SHORT,2024-10-16 09:30:00-04:00,132.17,0.935709679837905,2024-10-16 10:00:00-04:00,132.043945,9.3518,132.9797,49.39,4938.39,2024-10-16 10:00:00-04:00,133.0461,SL,1,-9.3724,1.0,-10.3724,-0.0021,False,all
67,NVDA,A,LONG,2024-10-18 14:45:00-04:00,137.99,0.4686828463341204,2024-10-18 15:15:00-04:00,138.23408249999997,8.9124,137.7654,49.28,4927.01,2024-10-18 15:30:00-04:00,137.931,EMA21_TRAIL,2,-2.7012,1.0,-3.7012,-0.000751,False,all
68,NVDA,A,SHORT,2024-10-28 15:15:00-04:00,141.225,0.46424008853092985,2024-10-28 15:45:00-04:00,141.18937,8.7176,141.6536,49.23,4922.31,2024-10-28 15:45:00-04:00,140.6403,EOD,1,4.7867,1.0,3.7867,0.000769,True,all
69,NVDA,A,SHORT,2024-10-31 15:30:00-04:00,134.16,0.6947300383194436,2024-11-01 09:30:00-04:00,134.622655,9.148,135.3174,49.26,4925.1,2024-11-01 09:30:00-04:00,135.385,SL,1,-6.9743,1.0,-7.9743,-0.001619,False,all
70,NVDA,A,LONG,2024-11-05 15:30:00-05:00,139.315,0.5131064423173884,2024-11-06 09:30:00-05:00,143.0264775,8.5948,142.5134,49.17,4916.12,2024-11-06 09:45:00-05:00,142.4421,SL,2,-5.0225,1.0,-6.0225,-0.001225,False,all
71,NVDA,A,SHORT,2024-11-11 15:00:00-05:00,145.715,0.5844407450518906,2024-11-11 15:30:00-05:00,145.257335,8.4507,145.8418,49.1,4909.1,2024-11-11 15:30:00-05:00,145.4627,EMA21_TRAIL,1,-1.7354,1.0,-2.7354,-0.000557,False,all
72,NVDA,A,SHORT,2024-11-15 15:15:00-05:00,142.065,0.7766848077196411,2024-11-15 15:45:00-05:00,141.5441925,8.6658,142.3209,49.06,4905.37,2024-11-15 15:45:00-05:00,141.981,EOD,1,-3.7849,1.0,-4.7849,-0.000975,False,all
73,NVDA,A,SHORT,2024-11-26 09:30:00-05:00,137.57,0.9153761403639333,2024-11-26 10:00:00-05:00,137.24134500000002,8.9269,138.1567,49.01,4899.58,2024-11-26 12:45:00-05:00,137.0635,TIME,12,1.5876,1.0,0.5876,0.00012,True,all
74,NVDA,A,SHORT,2024-12-11 09:45:00-05:00,137.74,0.9124195215835946,2024-12-11 10:15:00-05:00,137.43125,8.9139,138.3437,49.0,4899.17,2024-12-11 11:00:00-05:00,137.1886,EMA21_TRAIL,4,2.1633,1.0,1.1633,0.000237,True,all
75,NVDA,A,SHORT,2024-12-27 15:15:00-05:00,136.81,0.6141586970637598,2024-12-27 15:45:00-05:00,136.37178,8.9834,136.9859,49.0,4899.33,2024-12-27 15:45:00-05:00,137.0544,SL,1,-6.1325,1.0,-7.1325,-0.001456,False,all
76,NVDA,A,LONG,2025-01-21 10:00:00-05:00,137.37,0.7889955193773934,2025-01-21 10:30:00-05:00,138.539235,8.8282,137.7502,48.92,4891.2,2025-01-21 12:45:00-05:00,139.9638,TP,10,12.576,1.0,11.576,0.002367,True,all
77,NVDA,A,SHORT,2025-01-29 15:15:00-05:00,123.16,1.28168364770766,2025-01-29 15:45:00-05:00,122.31881,10.0205,123.6005,49.03,4901.78,2025-01-29 15:45:00-05:00,123.6623,SL,1,-13.4624,1.0,-14.4624,-0.00295,False,all
78,NVDA,A,LONG,2025-02-07 15:00:00-05:00,128.465,0.7311301901617817,2025-02-07 15:30:00-05:00,128.994465,9.4719,128.2633,48.87,4886.31,2025-02-07 15:45:00-05:00,129.8201,EOD,2,7.82,1.0,6.82,0.001396,True,all
79,NVDA,A,LONG,2025-02-10 15:45:00-05:00,133.5,0.5923739990651268,2025-02-11 09:45:00-05:00,134.01697499999997,9.1278,133.4246,48.93,4892.13,2025-02-11 09:45:00-05:00,133.3579,SL,1,-6.016,1.0,-7.016,-0.001434,False,all
80,NVDA,A,SHORT,2025-02-12 15:15:00-05:00,131.535,0.6003731092942757,2025-02-12 15:45:00-05:00,131.0394475,9.3199,131.6398,48.85,4884.12,2025-02-12 15:45:00-05:00,131.1655,EOD,1,-1.1753,1.0,-2.1753,-0.000445,False,all
81,NVDA,A,SHORT,2025-02-24 09:30:00-05:00,137.35,1.1132366775226328,2025-02-24 10:00:00-05:00,134.602665,9.0673,135.7159,48.82,4880.94,2025-02-24 12:45:00-05:00,134.5072,TIME,12,0.8654,1.0,-0.1346,-2.8e-05,False,all
82,NVDA,A,SHORT,2025-02-25 15:15:00-05:00,128.815,1.06310346652569,2025-02-25 15:45:00-05:00,127.786075,9.5488,128.8492,48.81,4879.81,2025-02-25 15:45:00-05:00,126.5833,EOD,1,11.4854,1.0,10.4854,0.002149,True,all
83,NVDA,A,LONG,2025-03-13 09:45:00-04:00,114.4,1.1434362149959834,2025-03-13 10:15:00-04:00,116.17806,10.5233,115.0346,48.9,4889.29,2025-03-13 12:45:00-04:00,115.4522,EMA21_TRAIL,11,-7.6379,1.0,-8.6379,-0.001767,False,all
84,NVDA,A,SHORT,2025-04-04 15:30:00-04:00,95.95,1.3048371890252128,2025-04-07 09:30:00-04:00,87.48623500000001,13.9469,88.7911,48.81,4879.65,2025-04-07 09:30:00-04:00,88.8355,SL,1,-18.8176,1.0,-19.8176,-0.004061,False,all
85,NVDA,A,LONG,2025-04-10 09:45:00-04:00,107.48,2.428649247999805,2025-04-10 10:15:00-04:00,107.9389425,11.256,105.5103,48.6,4858.84,2025-04-10 11:15:00-04:00,107.8411,EMA21_TRAIL,5,-1.1018,1.0,-2.1018,-0.000433,False,all
86,NVDA,A,LONG,2025-04-14 15:45:00-04:00,110.71,0.8967778820911614,2025-04-15 09:45:00-04:00,111.565755,10.8831,110.669,48.57,4855.74,2025-04-15 10:15:00-04:00,110.6136,SL,3,-10.362,1.0,-11.362,-0.00234,False,all
87,NVDA,A,SHORT,2025-04-16 15:45:00-04:00,104.52,1.0315163134335532,2025-04-17 09:45:00-04:00,102.59867500000001,11.8042,103.6302,48.44,4843.37,2025-04-17 10:45:00-04:00,100.3636,TP,5,26.3834,1.0,25.3834,0.005241,True,all
88,NVDA,A,LONG,2025-04-29 15:30:00-04:00,108.88,0.5667494459019453,2025-04-30 09:30:00-04:00,104.52723749999998,11.6447,103.9605,48.69,4867.76,2025-04-30 09:30:00-04:00,105.0075,EMA21_TRAIL,1,5.5922,1.0,4.5922,0.000943,True,all
89,NVDA,A,LONG,2025-05-02 15:30:00-04:00,114.26,0.4831145528636139,2025-05-05 09:30:00-04:00,112.93643999999999,10.7856,112.4533,48.72,4871.35,2025-05-05 09:30:00-04:00,113.8231,EMA21_TRAIL,1,9.5627,1.0,8.5627,0.001758,True,all
90,NVDA,A,LONG,2025-05-06 15:45:00-04:00,113.455,0.5609220258829819,2025-05-07 09:45:00-04:00,113.20157249999998,10.777,112.6407,48.8,4878.91,2025-05-07 09:45:00-04:00,113.2234,EMA21_TRAIL,1,0.2348,1.0,-0.7652,-0.000157,False,all
91,NVDA,A,LONG,2025-05-08 15:45:00-04:00,117.365,0.6090785903677627,2025-05-09 09:45:00-04:00,117.6137775,10.369,117.0047,48.78,4877.15,2025-05-09 10:15:00-04:00,116.9462,SL,3,-6.9221,1.0,-7.9221,-0.001624,False,all
92,NVDA,A,LONG,2025-05-16 14:45:00-04:00,135.11,0.5657889404578645,2025-05-16 15:15:00-04:00,135.30762000000001,8.9966,134.7418,48.69,4868.22,2025-05-16 15:15:00-04:00,135.0175,EMA21_TRAIL,1,-2.6105,1.0,-3.6105,-0.000742,False,all
93,NVDA,A,LONG,2025-05-19 15:00:00-04:00,135.17,0.527102781192155,2025-05-19 15:30:00-04:00,135.177555,8.9967,134.6505,48.65,4863.61,2025-05-19 15:30:00-04:00,135.0924,EMA21_TRAIL,1,-0.7659,1.0,-1.7659,-0.000363,False,all
94,NVDA,A,SHORT,2025-05-22 09:45:00-04:00,133.47,1.0012518392973142,2025-05-22 10:15:00-04:00,132.81356,9.1516,133.8148,48.62,4860.85,2025-05-22 11:45:00-04:00,133.4767,EMA21_TRAIL,7,-6.0689,1.0,-7.0689,-0.001454,False,all
95,NVDA,A,LONG,2025-06-05 09:45:00-04:00,140.97,0.5491055016427905,2025-06-05 10:15:00-04:00,141.49070999999998,8.5761,140.9416,48.54,4852.78,2025-06-05 11:15:00-04:00,142.6314,TP,5,9.7825,1.0,8.7825,0.00181,True,all
96,NVDA,A,LONG,2025-06-09 11:30:00-04:00,142.635,0.7401606688478641,2025-06-09 12:00:00-04:00,142.90141500000001,8.5051,142.1613,48.62,4860.56,2025-06-09 12:00:00-04:00,142.0902,SL,1,-6.8997,1.0,-7.8997,-0.001625,False,all
97,NVDA,A,LONG,2025-06-16 15:30:00-04:00,144.645,0.4592781361007284,2025-06-17 09:30:00-04:00,144.54223499999998,8.3932,144.083,48.53,4851.66,2025-06-17 09:30:00-04:00,144.0109,SL,1,-4.4594,1.0,-5.4594,-0.001125,False,all
98,NVDA,A,SHORT,2025-07-02 09:30:00-04:00,154.44,0.8336418260422389,2025-07-02 10:00:00-04:00,154.26283,7.8538,155.0965,48.46,4845.2,2025-07-02 10:00:00-04:00,155.174,SL,1,-7.1563,1.0,-8.1563,-0.001683,False,all
