trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,bars_held_at_exit,gross_pnl,commission,net_pnl,net_pnl_pct,won,period,regime_at_entry,spy_adx_at_entry,spy_trending_at_entry,bb_mid_at_entry,entry_to_mid_dist
1,AAPL,C,LONG,2024-01-02,185.55,2.9663796329520977,2024-01-03,184.38214499999998,0.8135,181.4158,25.0,2499.0,2024-01-04,181.3251,SL,2,-2.487,1.0,-3.487,-0.001395,False,all,trending,48.67,True,194.0133,-9.6311
2,AAPL,C,LONG,2024-01-05,181.09,2.929477424779798,2024-01-08,182.201055,0.8218,179.2716,24.96,2494.51,2024-01-18,188.6056,BB_MID,8,5.2632,1.0,4.2632,0.001709,True,all,trending,40.75,True,192.6163,-10.4152
3,AAPL,C,LONG,2024-03-04,175.09,3.2028659962382102,2024-03-05,170.8854,0.8774,167.6825,24.99,2497.78,2024-03-18,173.5932,TIME,10,2.3757,1.0,1.3757,0.000551,True,all,trending,31.12,True,183.878,-12.9926
4,AAPL,C,LONG,2024-09-16,216.46,4.905253523565195,2024-09-17,215.85787499999998,0.6947,210.9526,24.99,2498.15,2024-09-19,228.7905,BB_MID,3,8.9839,1.0,7.9839,0.003196,True,all,corrective,16.82,False,224.1337,-8.2759
5,AAPL,C,LONG,2024-11-04,222.07,4.09684705295968,2024-11-05,221.92090499999998,0.6776,217.8241,25.06,2505.14,2024-11-18,228.0459,BB_MID,10,4.1502,1.0,3.1502,0.001257,True,all,corrective,23.13,False,230.4417,-8.5208
6,AAPL,C,LONG,2025-08-01,202.3,4.031179930041358,2025-08-04,204.6072525,0.7355,200.5761,25.08,2507.29,2025-08-06,213.1684,BB_MID,3,6.2971,1.0,5.2971,0.002113,True,all,trending,30.34,True,210.8512,-6.244
7,AAPL,C,LONG,2026-01-05,267.175,4.295325676587658,2026-01-06,267.10348500000003,0.5644,262.8082,25.13,2511.58,2026-01-06,262.6768,SL,1,-2.4985,1.0,-3.4985,-0.001393,False,all,corrective,11.86,False,274.1595,-7.056
8,AAPL,C,LONG,2026-01-07,260.35,4.332245098690379,2026-01-08,257.14851,0.5852,252.8163,25.08,2507.08,2026-01-20,252.6899,SL,8,-2.6092,1.0,-3.6092,-0.00144,False,all,corrective,11.44,False,272.4493,-15.3007
1,AMZN,C,LONG,2024-05-31,176.52,3.7507642497971747,2024-06-03,177.59875499999998,0.8446,173.848,25.0,2499.0,2024-06-06,184.8375,BB_MID,4,6.1139,1.0,5.1139,0.002046,True,all,corrective,19.24,False,184.406,-6.8072
2,AMZN,C,LONG,2025-02-20,222.83,4.9662680009547655,2025-02-21,223.41165,0.6725,218.4454,25.04,2503.11,2025-02-21,218.3362,SL,1,-3.4133,1.0,-4.4133,-0.001763,False,all,corrective,9.34,False,233.3388,-9.9271
3,AMZN,C,LONG,2025-08-04,211.67,5.130338778421617,2025-08-05,213.32661,0.7028,208.1963,24.99,2497.7,2025-08-14,230.7746,BB_MID,8,12.2621,1.0,11.2621,0.004509,True,all,trending,28.72,True,225.8973,-12.5706
4,AMZN,C,LONG,2025-09-23,220.74,4.965006148276392,2025-09-24,224.482185,0.6706,219.5172,25.09,2507.96,2025-09-24,219.4074,SL,1,-3.4031,1.0,-4.4031,-0.001756,False,all,trending,28.69,True,230.4077,-5.9256
5,AMZN,C,LONG,2025-09-25,218.155,4.910592036013828,2025-09-26,219.18954,0.6853,214.2789,25.04,2502.56,2025-10-08,225.0774,BB_MID,9,4.035,1.0,3.035,0.001213,True,all,trending,27.02,True,229.4405,-10.251
6,AMZN,C,LONG,2026-02-06,210.25,7.607490827021272,2026-02-09,209.07448499999998,0.7191,201.467,25.06,2504.59,2026-02-12,201.3663,SL,4,-5.5426,1.0,-6.5426,-0.002612,False,all,corrective,12.63,False,237.0255,-27.951
1,GLD,C,LONG,2024-01-17,185.855,1.8742215163415463,2024-01-18,186.423165,0.8046,184.5489,25.0,2499.0,2024-01-29,188.2059,BB_MID,8,1.4344,1.0,0.4344,0.000174,True,all,trending,31.17,True,189.2457,-2.8226
2,GLD,C,LONG,2024-02-13,184.565,1.651506094147139,2024-02-14,184.34212499999998,0.8135,182.6906,24.99,2498.43,2024-02-20,187.3863,BB_MID,4,2.4765,1.0,1.4765,0.000591,True,all,trending,33.81,True,187.6672,-3.3251
3,GLD,C,LONG,2024-11-11,242.13,3.120514043789202,2024-11-12,241.390635,0.6214,238.2701,25.0,2498.91,2024-11-13,238.151,SL,2,-2.013,1.0,-3.013,-0.001206,False,all,corrective,24.59,False,250.9808,-9.5901
